,,,,,,,,,,,,,
,,,,,,,,,,,,,
MXIT Index Settings Total Return Analysis,,,,,,,,,,,,,
Range01/29/1999 -12/30/2022 Period Monthly Currency USD,,,,,,,,,,,,,
Price  Open  Close Dividends  Net  Gross 287 Month Holding Period Chart,,,,,,,,,,,,,
MSCI Italy Index Max Cuml Total Return 108.2149% On 10/31/2007,,,,,,,,,,,,,
Date,Close Price,Dividends,Prc Appr,Total Return,Period Appr,Period Return,,,,,,,
5/31/2000,112.93,0.68618,1.58%,4.65%,5.18%,5.88%,,,,,,,
4/28/2000,107.36,0.49311,-3.43%,-1.16%,-6.76%,-6.33%,,,,,,,
,,,,,,,,,,,,,
3/31/2000,115.15,--,3.57%,5.52%,-6.74%,-6.74%,,,,,,,
2/29/2000,123.46,--,11.06%,13.14%,13.40%,13.40%,,,,,,,
1/31/2000,108.87,--,-2.07%,-0.23%,-6.19%,-6.19%,,,,,,,
,,,,,,,,,,,,,
12/31/1999,116.06,--,4.40%,6.36%,14.75%,14.75%,,,,,,,
11/30/1999,101.14,0.15041,-9.02%,-7.31%,2.14%,2.29%,,,,,,,
10/29/1999,99.03,--,-10.93%,-9.39%,-3.21%,-3.21%,,,,,,,
,,,,,,,,,,,,,
9/30/1999,102.31,--,-7.97%,-6.39%,1.83%,1.83%,,,,,,,
8/31/1999,100.47,--,-9.63%,-8.07%,2.37%,2.37%,,,,,,,
7/30/1999,98.14,0.37224,-11.73%,-10.20%,-3.29%,-2.94%,,,,,,,
,,,,,,,,,,,,,
6/30/1999,101.48,0.661,-8.72%,-7.48%,-2.61%,-1.99%,,,,,,,
5/31/1999,104.19,0.72963,-6.28%,-5.60%,-5.34%,-4.70%,,,,,,,
4/30/1999,110.07,0.04243,-0.99%,-0.95%,-3.19%,-3.15%,,,,,,,
,,,,,,,,,,,,,
3/31/1999,113.7,--,2.27%,2.27%,3.52%,3.52%,,,,,,,
2/26/1999,109.83,--,-1.21%,-1.21%,-1.21%,-1.21%,,,,,,,
1/29/1999,111.17,--,0.00%,0.00%,--,--,,,,,,,
