,,,,,,,,,,,,,
,,,,,,,,,,,,,
MXIN Index Settings Total Return Analysis,,,,,,,,,,,,,
Range12/31/1992 -12/30/2022 Period Monthly Currency USD,,,,,,,,,,,,,
Price  Open  Close Dividends  Net  Gross 360 Month Holding Period Chart,,,,,,,,,,,,,
MSCI India Index Max Cuml Total Return 1120.1678% On 09/30/2021,,,,,,,,,,,,,
Date,Close Price,Dividends,Prc Appr,Total Return,Period Appr,Period Return,,,,,,,
3/29/2002,3.13,0.00049,-9.47%,2.61%,-1.04%,-1.02%,,,,,,,
2/28/2002,3.16,0.00497,-8.52%,3.67%,6.09%,6.27%,,,,,,,
1/31/2002,2.98,0.00105,-13.78%,-2.45%,1.75%,1.79%,,,,,,,
,,,,,,,,,,,,,
12/31/2001,2.93,0.00018,-15.26%,-4.16%,0.08%,0.09%,,,,,,,
11/30/2001,2.92,0.00038,-15.33%,-4.25%,10.21%,10.22%,,,,,,,
10/31/2001,2.65,0.00234,-23.17%,-13.13%,6.64%,6.74%,,,,,,,
,,,,,,,,,,,,,
9/28/2001,2.49,0.00404,-27.96%,-18.61%,-14.10%,-13.98%,,,,,,,
8/31/2001,2.9,0.00895,-16.13%,-5.39%,-1.82%,-1.52%,,,,,,,
7/31/2001,2.95,0.01866,-14.58%,-3.92%,-3.78%,-3.18%,,,,,,,
,,,,,,,,,,,,,
6/29/2001,3.07,0.00822,-11.22%,-0.77%,-5.53%,-5.28%,,,,,,,
5/31/2001,3.25,0.01364,-6.02%,4.76%,3.68%,4.12%,,,,,,,
4/30/2001,3.13,0.00548,-9.36%,0.62%,-2.30%,-2.12%,,,,,,,
,,,,,,,,,,,,,
3/30/2001,3.2,0.00513,-7.23%,2.80%,-17.73%,-17.60%,,,,,,,
2/28/2001,3.9,--,12.77%,24.77%,-3.62%,-3.62%,,,,,,,
1/31/2001,4.04,0.00017,17.00%,29.45%,8.78%,8.78%,,,,,,,
,,,,,,,,,,,,,
12/29/2000,3.72,0.00016,7.56%,19.00%,-0.50%,-0.50%,,,,,,,
11/30/2000,3.73,0.00041,8.10%,19.59%,6.80%,6.81%,,,,,,,
10/31/2000,3.5,0.00044,1.22%,11.97%,-8.30%,-8.29%,,,,,,,
,,,,,,,,,,,,,
9/29/2000,3.81,0.00456,10.38%,22.08%,-10.86%,-10.77%,,,,,,,
8/31/2000,4.28,0.00139,23.83%,36.82%,4.38%,4.42%,,,,,,,
7/31/2000,4.1,0.00554,18.63%,31.03%,-10.98%,-10.87%,,,,,,,
,,,,,,,,,,,,,
6/30/2000,4.6,0.00324,33.26%,47.00%,10.02%,10.10%,,,,,,,
5/31/2000,4.18,0.0049,21.13%,33.52%,-11.95%,-11.85%,,,,,,,
4/28/2000,4.75,0.02679,37.57%,51.47%,-16.05%,-15.65%,,,,,,,
,,,,,,,,,,,,,
3/31/2000,5.66,0.01254,63.87%,79.57%,-10.21%,-10.02%,,,,,,,
2/29/2000,6.3,0.00179,82.50%,99.57%,18.34%,18.38%,,,,,,,
1/31/2000,5.33,0.0014,54.21%,68.59%,10.74%,10.76%,,,,,,,
,,,,,,,,,,,,,
12/31/1999,4.81,0.00102,39.26%,52.20%,14.33%,14.35%,,,,,,,
11/30/1999,4.21,0.00009,21.81%,33.10%,6.34%,6.34%,,,,,,,
10/29/1999,3.96,0.0003,14.55%,25.16%,-7.09%,-7.09%,,,,,,,
,,,,,,,,,,,,,
9/30/1999,4.26,0.00063,23.29%,34.71%,-0.03%,-0.02%,,,,,,,
8/31/1999,4.26,0.01102,23.33%,34.73%,8.90%,9.19%,,,,,,,
7/30/1999,3.91,0.00844,13.26%,23.39%,10.87%,11.12%,,,,,,,
,,,,,,,,,,,,,
6/30/1999,3.53,0.01035,2.16%,11.05%,3.39%,3.70%,,,,,,,
5/31/1999,3.41,0.01627,-1.20%,7.09%,18.72%,19.31%,,,,,,,
4/30/1999,2.87,0.00072,-16.78%,-10.25%,-12.63%,-12.60%,,,,,,,
,,,,,,,,,,,,,
3/31/1999,3.29,0.00464,-4.75%,2.70%,16.21%,16.37%,,,,,,,
2/26/1999,2.83,0.00068,-18.04%,-11.75%,-3.01%,-2.98%,,,,,,,
1/29/1999,2.92,--,-15.50%,-9.04%,11.96%,11.96%,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
12/31/1998,2.61,0.00012,-24.52%,-18.75%,8.32%,8.33%,,,,,,,
11/30/1998,2.41,0.00041,-30.32%,-25.00%,-1.59%,-1.57%,,,,,,,
10/30/1998,2.45,0.00126,-29.20%,-23.80%,-7.76%,-7.72%,,,,,,,
,,,,,,,,,,,,,
9/30/1998,2.65,0.00018,-23.24%,-17.43%,4.70%,4.71%,,,,,,,
8/31/1998,2.53,0.00686,-26.68%,-21.14%,-8.45%,-8.20%,,,,,,,
7/31/1998,2.77,0.00667,-19.92%,-14.10%,-1.22%,-0.98%,,,,,,,
,,,,,,,,,,,,,
6/30/1998,2.8,0.01838,-18.93%,-13.24%,-13.10%,-12.52%,,,,,,,
5/29/1998,3.22,0.00698,-6.71%,-0.83%,-11.90%,-11.73%,,,,,,,
4/30/1998,3.66,0.01386,5.90%,12.36%,2.08%,2.46%,,,,,,,
,,,,,,,,,,,,,
3/31/1998,3.58,0.00485,3.74%,9.66%,6.99%,7.14%,,,,,,,
2/27/1998,3.35,0.00136,-3.05%,2.35%,10.22%,10.26%,,,,,,,
1/30/1998,3.04,--,-12.03%,-7.18%,-10.10%,-10.10%,,,,,,,
,,,,,,,,,,,,,
12/31/1997,3.38,0.00059,-2.15%,3.25%,2.43%,2.44%,,,,,,,
11/28/1997,3.3,--,-4.46%,0.79%,-11.68%,-11.68%,,,,,,,
10/31/1997,3.74,0.00338,8.17%,14.12%,-3.18%,-3.09%,,,,,,,
,,,,,,,,,,,,,
9/30/1997,3.86,0.00259,11.72%,17.76%,2.13%,2.20%,,,,,,,
8/29/1997,3.78,0.0024,9.39%,15.23%,-11.17%,-11.12%,,,,,,,
7/31/1997,4.25,0.0115,23.15%,29.65%,1.30%,1.58%,,,,,,,
,,,,,,,,,,,,,
6/30/1997,4.2,0.02334,21.57%,27.63%,14.99%,15.67%,,,,,,,
5/30/1997,3.65,0.01615,5.72%,10.35%,-1.87%,-1.43%,,,,,,,
4/30/1997,3.72,0.00936,7.74%,11.95%,12.68%,12.98%,,,,,,,
,,,,,,,,,,,,,
3/31/1997,3.3,0.00055,-4.39%,-0.91%,-8.10%,-8.08%,,,,,,,
2/28/1997,3.59,0.00127,4.03%,7.80%,6.94%,6.98%,,,,,,,
1/31/1997,3.36,--,-2.73%,0.77%,9.00%,9.00%,,,,,,,
,,,,,,,,,,,,,
12/31/1996,3.08,0.00063,-10.76%,-7.56%,5.57%,5.60%,,,,,,,
11/29/1996,2.92,0.00352,-15.47%,-12.46%,-8.82%,-8.72%,,,,,,,
10/31/1996,3.2,0.0004,-7.29%,-4.10%,-2.00%,-1.99%,,,,,,,
,,,,,,,,,,,,,
9/30/1996,3.27,0.00251,-5.40%,-2.15%,-8.52%,-8.45%,,,,,,,
8/30/1996,3.57,0.00528,3.41%,6.88%,-2.10%,-1.95%,,,,,,,
7/31/1996,3.65,0.01008,5.63%,9.01%,-8.91%,-8.68%,,,,,,,
,,,,,,,,,,,,,
6/28/1996,4.01,0.02003,15.96%,19.37%,3.79%,4.30%,,,,,,,
5/31/1996,3.86,0.01397,11.73%,14.45%,-4.36%,-4.01%,,,,,,,
4/30/1996,4.04,0.01061,16.82%,19.23%,13.04%,13.34%,,,,,,,
,,,,,,,,,,,,,
3/29/1996,3.57,0.00062,3.34%,5.20%,1.05%,1.07%,,,,,,,
2/29/1996,3.53,0.0008,2.26%,4.08%,21.83%,21.86%,,,,,,,
1/31/1996,2.9,0.00131,-16.06%,-14.59%,-9.52%,-9.48%,,,,,,,
,,,,,,,,,,,,,
12/29/1995,3.2,0.00097,-7.23%,-5.64%,4.14%,4.17%,,,,,,,
11/30/1995,3.08,0.00102,-10.92%,-9.42%,-14.18%,-14.15%,,,,,,,
10/31/1995,3.59,0.0037,3.81%,5.52%,-3.18%,-3.08%,,,,,,,
,,,,,,,,,,,,,
9/29/1995,3.7,0.0134,7.21%,8.87%,-3.22%,-2.87%,,,,,,,
8/31/1995,3.83,0.0054,10.78%,12.09%,-3.73%,-3.60%,,,,,,,
7/31/1995,3.97,0.0191,15.07%,16.28%,3.79%,4.30%,,,,,,,
,,,,,,,,,,,,,
6/30/1995,3.83,0.00372,10.87%,11.48%,-3.65%,-3.55%,,,,,,,
5/31/1995,3.97,0.01577,15.07%,15.59%,3.93%,4.34%,,,,,,,
4/28/1995,3.82,0.00119,10.72%,10.78%,-4.96%,-4.93%,,,,,,,
,,,,,,,,,,,,,
3/31/1995,4.02,0.00043,16.49%,16.52%,-3.81%,-3.80%,,,,,,,
2/28/1995,4.18,0.0006,21.10%,21.12%,-5.30%,-5.28%,,,,,,,
1/31/1995,4.42,--,27.87%,27.87%,-6.15%,-6.15%,,,,,,,
,,,,,,,,,,,,,
12/30/1994,4.71,--,36.25%,36.25%,-5.16%,-5.16%,,,,,,,
11/30/1994,4.96,--,43.66%,43.66%,-3.28%,-3.28%,,,,,,,
10/31/1994,5.13,--,48.54%,48.54%,-1.49%,-1.49%,,,,,,,
,,,,,,,,,,,,,
9/30/1994,5.21,--,50.78%,50.78%,-5.59%,-5.59%,,,,,,,
8/31/1994,5.52,--,59.71%,59.71%,8.09%,8.09%,,,,,,,
7/29/1994,5.1,--,47.75%,47.75%,2.88%,2.88%,,,,,,,
,,,,,,,,,,,,,
6/30/1994,4.96,--,43.62%,43.62%,5.08%,5.08%,,,,,,,
5/31/1994,4.72,--,36.68%,36.68%,1.33%,1.33%,,,,,,,
4/29/1994,4.66,--,34.89%,34.89%,-2.19%,-2.19%,,,,,,,
,,,,,,,,,,,,,
3/31/1994,4.76,--,37.92%,37.92%,-11.10%,-11.10%,,,,,,,
2/28/1994,5.36,--,55.14%,55.14%,6.63%,6.63%,,,,,,,
1/31/1994,5.03,--,45.49%,45.49%,16.97%,16.97%,,,,,,,
,,,,,,,,,,,,,
12/31/1993,4.3,--,24.39%,24.39%,5.95%,5.95%,,,,,,,
11/30/1993,4.06,--,17.40%,17.40%,21.41%,21.41%,,,,,,,
10/29/1993,3.34,--,-3.30%,-3.30%,-1.96%,-1.96%,,,,,,,
,,,,,,,,,,,,,
9/30/1993,3.41,--,-1.37%,-1.37%,4.65%,4.65%,,,,,,,
8/31/1993,3.26,--,-5.76%,-5.76%,12.77%,12.77%,,,,,,,
7/30/1993,2.89,--,-16.43%,-16.43%,5.76%,5.76%,,,,,,,
,,,,,,,,,,,,,
6/30/1993,2.73,--,-20.97%,-20.97%,2.03%,2.03%,,,,,,,
5/31/1993,2.68,--,-22.54%,-22.54%,5.12%,5.12%,,,,,,,
4/30/1993,2.55,--,-26.31%,-26.31%,-7.45%,-7.45%,,,,,,,
,,,,,,,,,,,,,
3/31/1993,2.75,--,-20.38%,-20.38%,-22.36%,-22.36%,,,,,,,
2/26/1993,3.54,--,2.55%,2.55%,1.36%,1.36%,,,,,,,
1/29/1993,3.49,--,1.18%,1.18%,1.18%,1.18%,,,,,,,
,,,,,,,,,,,,,
12/31/1992,3.45,--,0.00%,0.00%,--,--,,,,,,,
