,,,,,,,,,
,,,,,,,,,
MXAU Index Settings Total Return Analysis,,,,,,,,,
Range01/29/1971 -12/30/2022 Period Monthly Currency USD,,,,,,,,,
Price  Open  Close Dividends  Net  Gross 623 Month Holding Period Chart,,,,,,,,,
MSCI Australia Index Max Cuml Total Return 5776.9285% On 03/31/2022,,,,,,,,,
Date,Close Price,Dividends,Prc Appr,Total Return,Period Appr,Period Return,,,
8/31/2020,874.14,8.04852,910.70%,4169.48%,5.21%,6.19%,,,
7/31/2020,830.87,--,860.66%,3920.63%,4.04%,4.04%,,,
,,,,,,,,,
6/30/2020,798.64,1.0504,823.40%,3764.69%,6.87%,7.01%,,,
5/29/2020,747.3,1.26267,764.04%,3511.41%,4.83%,5.03%,,,
4/30/2020,712.84,0.03414,724.20%,3338.52%,15.23%,15.24%,,,
,,,,,,,,,
3/31/2020,618.63,7.49736,615.27%,2883.92%,-26.28%,-25.60%,,,
2/28/2020,839.16,7.50997,870.25%,3910.85%,-10.95%,-10.23%,,,
1/31/2020,942.34,--,989.55%,4368.00%,0.21%,0.21%,,,
,,,,,,,,,
12/31/2019,940.41,1.959,987.31%,4358.83%,1.26%,1.46%,,,
11/29/2019,928.74,7.71381,973.82%,4294.47%,0.42%,1.25%,,,
10/31/2019,924.87,0.28584,969.35%,4240.04%,1.64%,1.68%,,,
,,,,,,,,,
9/30/2019,909.92,6.8111,952.06%,4168.52%,2.08%,2.85%,,,
8/30/2019,891.37,9.98325,930.61%,4050.11%,-5.08%,-4.01%,,,
7/31/2019,939.04,--,985.74%,4223.25%,0.55%,0.55%,,,
,,,,,,,,,
6/28/2019,933.89,2.17413,979.78%,4199.54%,4.94%,5.18%,,,
5/31/2019,889.97,8.41693,929.00%,3987.83%,-0.09%,0.87%,,,
4/30/2019,890.8,0.32554,929.96%,3952.45%,1.45%,1.48%,,,
,,,,,,,,,
3/29/2019,878.11,7.55141,915.29%,3893.26%,0.04%,0.90%,,,
2/28/2019,877.73,10.779,914.84%,3857.50%,2.51%,3.78%,,,
1/31/2019,856.21,3.98907,889.96%,3713.19%,6.52%,7.03%,,,
,,,,,,,,,
12/31/2018,803.8,2.03049,829.36%,3462.84%,-3.30%,-3.05%,,,
11/30/2018,831.19,8.61542,861.03%,3575.00%,0.05%,1.06%,,,
