,,,,,,,,,,,,,
,,,,,,,,,,,,,
MXJP Index Settings Total Return Analysis,,,,,,,,,,,,,
Range01/29/1971 -12/30/2022 Period Monthly Currency USD,,,,,,,,,,,,,
Price  Open  Close Dividends  Net  Gross 623 Month Holding Period Chart,,,,,,,,,,,,,
MSCI Japan Index Max Cuml Total Return 6808.9577% On 09/30/2021,,,,,,,,,,,,,
Date,Close Price,Dividends,Prc Appr,Total Return,Period Appr,Period Return,,,,,,,
9/29/1978,1.18,--,376.01%,376.01%,2.26%,2.26%,,,,,,,
8/31/1978,1.15,--,365.48%,365.48%,-2.25%,-2.25%,,,,,,,
7/31/1978,1.18,--,376.17%,376.17%,10.25%,10.25%,,,,,,,
,,,,,,,,,,,,,
6/30/1978,1.07,--,331.90%,331.90%,9.28%,9.28%,,,,,,,
5/31/1978,0.98,--,295.21%,295.21%,1.73%,1.73%,,,,,,,
4/28/1978,0.96,--,288.49%,288.49%,1.81%,1.81%,,,,,,,
,,,,,,,,,,,,,
3/31/1978,0.95,--,281.58%,281.58%,8.95%,8.95%,,,,,,,
2/28/1978,0.87,--,250.24%,250.24%,4.00%,4.00%,,,,,,,
1/31/1978,0.84,--,236.77%,236.77%,3.99%,3.99%,,,,,,,
,,,,,,,,,,,,,
12/30/1977,0.8,--,223.86%,223.86%,0.21%,0.21%,,,,,,,
11/30/1977,0.8,--,223.19%,223.19%,0.16%,0.16%,,,,,,,
10/31/1977,0.8,--,222.67%,222.67%,2.19%,2.19%,,,,,,,
,,,,,,,,,,,,,
9/30/1977,0.78,--,215.74%,215.74%,1.23%,1.23%,,,,,,,
8/31/1977,0.77,--,211.91%,211.91%,5.27%,5.27%,,,,,,,
7/29/1977,0.74,--,196.29%,196.29%,-1.18%,-1.18%,,,,,,,
,,,,,,,,,,,,,
6/30/1977,0.74,--,199.82%,199.82%,3.35%,3.35%,,,,,,,
5/31/1977,0.72,--,190.11%,190.11%,-0.58%,-0.58%,,,,,,,
4/29/1977,0.72,--,191.80%,191.80%,1.49%,1.49%,,,,,,,
,,,,,,,,,,,,,
3/31/1977,0.71,--,187.51%,187.51%,-1.11%,-1.11%,,,,,,,
2/28/1977,0.72,--,190.74%,190.74%,4.95%,4.95%,,,,,,,
1/31/1977,0.69,--,177.02%,177.02%,-3.09%,-3.09%,,,,,,,
,,,,,,,,,,,,,
12/31/1976,0.71,--,185.86%,185.86%,15.24%,15.24%,,,,,,,
11/30/1976,0.62,--,148.06%,148.06%,-1.43%,-1.43%,,,,,,,
10/29/1976,0.62,--,151.67%,151.67%,-5.61%,-5.61%,,,,,,,
,,,,,,,,,,,,,
9/30/1976,0.66,--,166.63%,166.63%,0.72%,0.72%,,,,,,,
8/31/1976,0.66,--,164.74%,164.74%,3.07%,3.07%,,,,,,,
7/30/1976,0.64,--,156.86%,156.86%,-1.57%,-1.57%,,,,,,,
,,,,,,,,,,,,,
6/30/1976,0.65,--,160.95%,160.95%,4.46%,4.46%,,,,,,,
5/31/1976,0.62,--,149.81%,149.81%,0.27%,0.27%,,,,,,,
4/30/1976,0.62,--,149.13%,149.13%,0.57%,0.57%,,,,,,,
,,,,,,,,,,,,,
3/31/1976,0.61,--,147.72%,147.72%,-0.28%,-0.28%,,,,,,,
2/27/1976,0.62,--,148.42%,148.42%,0.55%,0.55%,,,,,,,
1/30/1976,0.61,--,147.07%,147.07%,6.06%,6.06%,,,,,,,
,,,,,,,,,,,,,
12/31/1975,0.58,--,132.97%,132.97%,0.92%,0.92%,,,,,,,
11/28/1975,0.57,--,130.85%,130.85%,0.72%,0.72%,,,,,,,
10/31/1975,0.57,--,129.20%,129.20%,10.45%,10.45%,,,,,,,
,,,,,,,,,,,,,
9/30/1975,0.51,--,107.52%,107.52%,-6.49%,-6.49%,,,,,,,
8/29/1975,0.55,--,121.92%,121.92%,-4.46%,-4.46%,,,,,,,
7/31/1975,0.58,--,132.27%,132.27%,-5.80%,-5.80%,,,,,,,
,,,,,,,,,,,,,
6/30/1975,0.61,--,146.57%,146.57%,1.42%,1.42%,,,,,,,
5/30/1975,0.6,--,143.11%,143.11%,-0.77%,-0.77%,,,,,,,
4/30/1975,0.61,--,145.00%,145.00%,0.61%,0.61%,,,,,,,
,,,,,,,,,,,,,
3/31/1975,0.6,--,143.51%,143.51%,1.68%,1.68%,,,,,,,
2/28/1975,0.59,--,139.50%,139.50%,14.49%,14.49%,,,,,,,
1/31/1975,0.52,--,109.19%,109.19%,4.96%,4.96%,,,,,,,
,,,,,,,,,,,,,
12/31/1974,0.49,--,99.30%,99.30%,-4.24%,-4.24%,,,,,,,
11/29/1974,0.52,--,108.13%,108.13%,10.01%,10.01%,,,,,,,
10/31/1974,0.47,--,89.18%,89.18%,-8.09%,-8.09%,,,,,,,
,,,,,,,,,,,,,
9/30/1974,0.51,--,105.84%,105.84%,0.44%,0.44%,,,,,,,
8/30/1974,0.51,--,104.94%,104.94%,-11.22%,-11.22%,,,,,,,
7/31/1974,0.57,--,130.82%,130.82%,-9.98%,-9.98%,,,,,,,
,,,,,,,,,,,,,
6/28/1974,0.64,--,156.40%,156.40%,-3.62%,-3.62%,,,,,,,
5/31/1974,0.66,--,166.03%,166.03%,3.30%,3.30%,,,,,,,
4/30/1974,0.64,--,157.54%,157.54%,1.70%,1.70%,,,,,,,
,,,,,,,,,,,,,
3/29/1974,0.63,--,153.22%,153.22%,1.44%,1.44%,,,,,,,
2/28/1974,0.62,--,149.64%,149.64%,3.26%,3.26%,,,,,,,
1/31/1974,0.6,--,141.76%,141.76%,-0.34%,-0.34%,,,,,,,
,,,,,,,,,,,,,
12/31/1973,0.6,--,142.59%,142.59%,-5.74%,-5.74%,,,,,,,
11/30/1973,0.64,--,157.36%,157.36%,-13.45%,-13.45%,,,,,,,
10/31/1973,0.74,--,197.36%,197.36%,-1.18%,-1.18%,,,,,,,
,,,,,,,,,,,,,
9/28/1973,0.75,--,200.91%,200.91%,-5.50%,-5.50%,,,,,,,
8/31/1973,0.79,--,218.44%,218.44%,-4.80%,-4.80%,,,,,,,
7/31/1973,0.83,--,234.50%,234.50%,5.27%,5.27%,,,,,,,
,,,,,,,,,,,,,
6/29/1973,0.79,--,217.75%,217.75%,2.08%,2.08%,,,,,,,
5/31/1973,0.77,--,211.26%,211.26%,2.55%,2.55%,,,,,,,
4/30/1973,0.75,--,203.53%,203.53%,-11.05%,-11.05%,,,,,,,
,,,,,,,,,,,,,
3/30/1973,0.85,--,241.23%,241.23%,0.81%,0.81%,,,,,,,
2/28/1973,0.84,--,238.51%,238.51%,7.46%,7.46%,,,,,,,
1/31/1973,0.78,--,215.02%,215.02%,1.51%,1.51%,,,,,,,
,,,,,,,,,,,,,
12/29/1972,0.77,--,210.34%,210.34%,8.82%,8.82%,,,,,,,
11/30/1972,0.71,--,185.20%,185.20%,17.31%,17.31%,,,,,,,
10/31/1972,0.6,--,143.11%,143.11%,3.02%,3.02%,,,,,,,
,,,,,,,,,,,,,
9/29/1972,0.59,--,135.98%,135.98%,4.39%,4.39%,,,,,,,
8/31/1972,0.56,--,126.06%,126.06%,2.39%,2.39%,,,,,,,
7/31/1972,0.55,--,120.77%,120.77%,8.20%,8.20%,,,,,,,
,,,,,,,,,,,,,
6/30/1972,0.51,--,104.04%,104.04%,3.81%,3.81%,,,,,,,
5/31/1972,0.49,--,96.55%,96.55%,8.41%,8.41%,,,,,,,
4/28/1972,0.45,--,81.31%,81.31%,5.27%,5.27%,,,,,,,
,,,,,,,,,,,,,
3/31/1972,0.43,--,72.24%,72.24%,4.38%,4.38%,,,,,,,
2/29/1972,0.41,--,65.01%,65.01%,9.46%,9.46%,,,,,,,
1/31/1972,0.37,--,50.75%,50.75%,7.46%,7.46%,,,,,,,
,,,,,,,,,,,,,
12/31/1971,0.35,--,40.28%,40.28%,12.54%,12.54%,,,,,,,
11/30/1971,0.31,--,24.65%,24.65%,6.93%,6.93%,,,,,,,
10/29/1971,0.29,--,16.57%,16.57%,-4.15%,-4.15%,,,,,,,
,,,,,,,,,,,,,
9/30/1971,0.3,--,21.62%,21.62%,3.82%,3.82%,,,,,,,
8/31/1971,0.29,--,17.14%,17.14%,-8.61%,-8.61%,,,,,,,
7/30/1971,0.32,--,28.17%,28.17%,0.23%,0.23%,,,,,,,
,,,,,,,,,,,,,
6/30/1971,0.32,--,27.88%,27.88%,9.29%,9.29%,,,,,,,
5/31/1971,0.29,--,17.01%,17.01%,-0.98%,-0.98%,,,,,,,
4/30/1971,0.29,--,18.17%,18.17%,4.90%,4.90%,,,,,,,
,,,,,,,,,,,,,
3/31/1971,0.28,--,12.65%,12.65%,7.99%,7.99%,,,,,,,
2/26/1971,0.26,--,4.32%,4.32%,4.32%,4.32%,,,,,,,
1/29/1971,0.25,--,0.00%,0.00%,--,--,,,,,,,
