Date,equity_index_gdp,equity_index_cpi,equity_index_interest_rate,equity_index_exchange_rate,integrated_equity_index,government_bond_gdp,government_bond_cpi,government_bond_interest_rate,government_bond_exchange_rate,integrated_government_bond,currency_gdp,currency_cpi,currency_interest_rate,currency_exchange_rate,integrated_currency,integrated_gdp,integrated_cpi,integrated_interest_rate,integrated_exchange_rate,integrated_global_macro
2013-09-01,-0.0036458699945476148,-0.007464478266204244,0.03953505359994609,0.04659095099240152,0.04530664136796518,0.024404525267981658,0.0019016988916815173,0.024117202991534116,0.0034377729619982497,0.023705273531036863,-0.009244638845213992,-0.012490793152425673,-0.0015614824117742003,-0.03673653555490752,-0.02772789069983149,0.00018129835210686505,-0.007547634469205337,0.07669678911672993,-0.0037764963796143363,0.022717069479654274
2013-10-01,0.0007477235661054885,-0.023472689312463383,0.025150189851303528,-0.018802626119908007,-0.003952422507947699,0.0012132613251036011,-0.005432803764818167,0.01086716046352728,0.010417076549226289,0.009439166290053471,-0.061811987973930727,0.007237905450156272,0.027077665501051843,0.01920390221404844,0.01710254695476906,-0.04471239811023093,-0.025093554390264578,0.08485613898835599,0.005521883881013056,0.012996217210183889
2013-11-01,0.02748988785725667,0.02681760405641806,0.01695434268825683,-0.03715232107276152,0.026105786037468413,-0.03550623402882711,0.008948722763931927,-0.02703498758283211,0.03768553445697897,-0.007565647871965274,-0.011262423164356676,-0.04117977674770148,0.03926423916446919,0.033406092984334904,0.021196576346441186,-0.047031734374564343,-0.014087838565381601,0.0804926673504754,0.03229323871363437,0.02538728461638717
2013-12-01,-0.03521325062967709,0.0005334089931642618,-0.0006230435067648019,-0.0034839459284324425,-0.013127200009725998,-0.03432871386547114,0.0019158353053446416,-0.041904253214013476,0.02127912763002761,-0.020314354619576053,-0.06908762103295404,-0.0011346104592973114,0.05375228269183924,0.034258400328164275,0.02548723997765804,-0.11140682445479887,0.006391369372493339,0.06597077531182545,0.040442156969506086,0.00533968292542366
2014-01-01,-0.017326713888146862,-0.025259969026090137,-0.050111275847639115,-0.01732297155170312,-0.05634283117262218,-0.0020553586176798337,0.006709231841624486,0.01605618400956509,0.017362341731079315,0.012785841918190474,-0.042962451593401126,0.0481592409924667,0.09468528376596395,-0.004726257308432587,0.043866611869437855,-0.07325413176934617,-0.0050630423719887204,0.05890694723575986,0.019474706219015762,-0.02121413247772199
2014-02-01,-0.002426031607972905,0.02325202722880695,-0.03105970968457186,-0.017122348286573656,-0.015006977981023755,-0.015546736573159158,0.020703768825339294,0.013697303923542176,0.016477535608063424,0.012787003054110341,-0.013708002609498941,-0.017315023788974107,0.03987243911280134,-0.036738977920724225,-0.022929616435349486,-0.013815213475430518,0.005944761966697522,0.026115798406877166,-0.040099424514359744,-0.010801586839294114
2014-03-01,-0.00569813499971145,-0.023013263967723855,-0.06374830918617493,0.03977920896859288,-0.034220319285821955,0.010984338855064267,-0.006386599179201928,-0.007461269995722031,-0.017782670500567477,-0.007928274628628938,-0.03454402718218591,0.022874674616302677,0.011359276099032065,-0.029111424009390742,-0.019049310499624522,-0.012039416297790876,0.021920819683398953,-0.029952995046484746,-0.034075732227600845,-0.037523649623275895
2014-04-01,0.013873239535087753,0.006638443797253192,-0.0035728886582734286,-0.01604790717227352,0.005028607222420774,-0.0274366572783428,0.01131151146179269,0.011846645830826917,0.009800785925143428,0.0006048857648791094,0.029068522141609158,-0.020271468782803104,-0.016043247437465727,-0.019740068478286212,-0.018447714599975282,0.018507343296352088,-0.024352409418471218,-0.010350273715571979,-0.023659966950015605,-0.015612294419632503
2014-05-01,0.014488059287414045,0.007577510305654083,0.0030399933804901107,0.018323219185993656,0.013501574915343604,-0.013536694916058797,0.007824074871762374,0.026222074833926228,-0.009175981200568811,0.008773363979628778,0.011590865351935752,-0.006574048773328766,-0.016575212556492705,-0.006558526653368657,-0.010485010470178049,0.021017276750705763,-0.0021303457194001615,0.004605607362746091,-0.017760066605141633,0.007618701775693463
2014-06-01,0.011874672674708295,-0.004534945410252449,0.005723134923322718,0.00935169439403599,0.009429097285693562,-0.0040036530449293175,-0.011375018029810625,0.005875536460036468,-0.027207451017220743,-0.02291582824313288,0.014438818451890736,0.008199338017122004,-0.03844178359066611,0.015641630075510258,0.005755222302807661,0.009553412376420815,0.0001667401340973681,-0.010545568728034822,0.010345472291575324,0.008101440230208397
2014-07-01,-0.037713060821370804,0.007773256768882527,-0.03451956105711341,0.00654923805176957,-0.03084480479323318,0.014255685989604446,0.01993122133301214,-0.008093518832138595,0.009489219392637386,0.015974077886911252,-0.014924992673986897,-0.02076509047487017,0.027235161633677903,0.029577857392609336,0.010596636414240768,-0.016352417946227323,-0.0009161058811415356,-0.00854919095056852,0.02302038541660194,-0.004342417719395835
2014-08-01,-0.0102987073874909,0.02092804396655334,0.021944680934047976,-0.028541547329705777,0.008063843743960786,-0.00919551759526431,0.012254189026513807,0.030709670551271835,0.01853653846224741,0.02448596147133425,0.02123151327360895,0.011123805946881069,-0.009737125569683522,-0.016647246103115416,0.011412284971290852,0.006449665330665997,0.022746974756052904,0.014227997772001766,-0.02381930382883465,0.012997677492364265
2014-09-01,-0.006049426328960813,0.016947005817892716,-0.018651916878072116,-0.005816372913992143,-0.006337935971598435,0.07038610063127868,0.008084028267493179,-0.049186811884306667,0.05454269135588572,0.03762738050002294,-0.02256906377577092,-0.06641791393226569,-0.005243421197230172,0.042425548832475124,-0.04230540235558976,0.03768721629769954,-0.03486011858073237,-0.05066321473137935,-0.0028958090079503765,-0.018952601897371853
2014-10-01,-0.02103308618214155,-0.03635051750614825,-0.0328743729590049,-0.019073939804952426,-0.04133186199276907,-0.02218381666181491,-0.0014062619435811568,0.023143753913334262,0.025422650941910825,0.014607491049517075,0.021161049430068826,-0.036183824790848286,0.004915405184568652,0.03393494470274584,0.018901612681323458,-0.018818618472059116,-0.05281247000687752,-0.006420384318192284,0.010200228757592815,-0.04564070578867433
2014-11-01,0.002322278721429319,0.02937438146516944,-0.004044156502150066,-0.007325985490706402,0.007796153792668425,-0.031073126002905127,0.03684128024741885,0.012094336507708442,0.03853969395981139,0.032414171671965086,0.04073691321041362,-0.03926516420291719,0.0006002339004786819,0.03909410386563301,0.03385589419574156,-0.013658329849113453,0.0015227674909499837,0.01185056797041474,0.015280963518935306,0.008391283668944989
2014-12-01,0.018417184743552986,0.04184193973498722,0.03359051436455491,-0.032389831364633984,0.032734942831447386,-0.04285038615917404,0.11826067195580782,0.0626523922323106,0.0914183482937763,0.11314464787141426,0.03273514637907654,-0.021307759467653214,-0.027252668738325648,-0.01077276842203946,-0.014254611261117453,0.04178313403344051,0.03642702291581265,-0.018052391242901523,-0.0458408170682931,0.03069546023682128
2015-01-01,-0.022573548249100395,0.04098283423307817,-0.04003618287655307,-0.0230923210694518,-0.019907747052356813,0.021926977340756756,-0.05741712870556454,0.011388869605955048,0.03740597970373303,0.012159645560192446,0.046416914666429124,0.0463752822866238,0.05661249373087948,-0.048988014439916884,0.08977663275547142,-0.026193178671297737,-0.056757543262828364,0.025984951235717108,0.0944233386965767,-0.0011307917604209765
2015-02-01,0.03648436761059641,-0.017538685265162324,0.010753295664814703,0.06627788628715871,0.035529572529651866,0.005593793270564052,0.02080849372132751,-0.016567785335587625,-0.0006149998047432371,0.007032441269476636,-0.009194853560130037,-0.06350901857518024,-0.08138858918692995,0.044853576691423716,-0.0738268647480077,0.03905374690123067,0.011031015031767294,-0.021755252934783257,0.025740120924778842,0.037413372628045456
2015-03-01,-0.03240812595181889,0.009185974439164687,-0.004753216234526358,-0.0125369876140735,-0.013877723301978805,0.03787292582479256,-0.015210638420320294,-0.0239330598708131,0.04111776365829569,0.03527188073003869,0.021448242247415997,-0.040323441972782995,0.023539832211929314,0.03190723178691553,0.02045997730854815,0.016893053859260536,-0.041308172980150534,0.0033357433850292892,0.05713804777512502,0.019711429003307038
2015-04-01,-0.03689654503696241,0.011413099267973651,-0.018133073087561923,0.013762440003274267,-0.013601261147509118,-0.0020259780361848246,0.02024721425834087,0.017604051734850853,-0.033433975267054675,-0.00276509808056942,-0.035407679383999115,-0.0007118300789946105,-0.002646384752084527,-0.025424614163725625,-0.022432325730413323,-0.03707284614579297,0.023083882045067686,-0.009255993942663883,-0.038679500744340185,-0.04528915636879147
2015-05-01,0.03182940194315341,-0.006097080198655252,0.009749815421654066,-0.011225909426641421,0.01165432781021255,-0.022935125383253204,-0.016287757442908134,-0.018018557328140207,0.044326857694365326,0.0018832457987140701,0.05500546912703545,-0.011921871086573832,0.018447579169051067,0.04920832197577564,0.03735592775355706,0.032653342053035855,-0.013697921616633225,0.012760468931821553,0.061294091776704744,0.04266047058560933
2015-06-01,0.024212203908131967,-0.031046164713288613,-0.041912663142902436,-0.0007656196640493948,-0.02555859806234536,-0.00547950136506653,-0.02548183161712007,-0.01256410373814667,0.0020687646033083476,-0.026073618828550162,0.0062220499769794334,0.009049208235147618,0.0035884181059808516,0.007159136951730767,0.007840633719033504,0.011991195950117713,-0.04366718514019172,-0.05196015659530251,-0.004858690483741042,-0.036070855430221684
2015-07-01,0.014242849465708165,-0.011326192242068722,-0.010262366016882905,-0.008851776842195343,-0.008588337448620996,-0.014669497035010899,0.00853431955457172,-0.009479532679066713,0.011688936119478356,0.00039529250376977166,0.04391998472375993,0.029867883208878208,0.024634124162479124,0.06359084821356253,0.047939400095165945,0.03165286745406687,0.01582142022319087,0.011217717369000632,0.0537348796083564,0.057612562348407434
2015-08-01,0.06005598592739666,-0.071438087448115,-0.06294931841409628,-0.04319532139566142,-0.05972288564124813,0.004217880749842715,0.007091640599930855,-0.011512005118532983,-0.005459369389736147,-0.002251000470108844,0.0037187725459586173,0.0730472672107943,0.043615773924905545,-0.04361377467409388,0.02551687943662301,0.05119829864355526,0.007373528647524191,-0.027628350050007414,-0.06451542956363256,-0.022351863917325465
2015-09-01,0.04320512894541555,-0.013164168991964974,-0.03572263974643011,-0.04406977335697248,-0.0231022230156446,0.0033338104401299216,0.006841104939006686,-0.008802154209275435,-0.0014618564849552998,0.0007989049636337352,0.016127337764260126,-0.01558869775485358,0.012097581699848753,0.02168872149554958,0.013583951604922366,0.029301102631953093,-0.0098374856851523,-0.017551861535127247,-0.011518677818586396,-0.002456306305817766
2015-10-01,-0.023172442260479632,0.06985051022823777,0.08358064528190627,0.04066617123453203,0.07965996573913044,0.021661477005442676,-0.0031365668529567347,0.008009114012053065,-0.007575640001126665,0.0044231321015021025,-0.04506224807371403,-0.017966594361644116,-0.04313403569285775,0.005989119536235288,-0.034883831461803134,-0.027394206398564977,0.02805100184793585,0.030833219822026275,0.021918933319948156,0.0217684979113293
2015-11-01,0.014147971924546088,-0.027002364155891818,-0.01165993545287382,-0.014797112576223344,-0.01962333018600913,0.011941091011653587,-0.0312098664119856,-0.01097554034591507,0.0235436690858787,-0.0017652243781298086,0.0005166046328554777,0.019377386066964767,0.014964288762759789,-0.010822712639939462,0.007247609889919881,0.012806635683265132,-0.035590333509646285,-0.014018107247706399,0.00010347799046199166,-0.009618643765998507
2015-12-01,0.01876185710436778,-0.03223839080185489,0.006915430453304584,-0.037651517445682445,-0.02288092557973313,-0.015718671741487226,-0.0018179645223161663,-0.019638417650872004,-0.0005881194906182795,-0.013048685450005539,-0.009861508623399965,-0.016586360853233707,-0.06620387249521173,0.01960907404101171,-0.024757991788505528,0.00036537806881072315,-0.03455798860725642,-0.0471945642917343,-0.03325389594971655,-0.03515280328662711
2016-01-01,0.023316107298611926,-0.03555238202519467,-0.017964026775334097,-0.0166504822042672,-0.02798888453032946,0.020017898914918338,0.018437850549489283,-0.040030590863331446,0.0006122322477446927,0.0006723970381335866,0.003978173494759785,0.03287001191627408,0.017698515447395438,0.007735243657828812,0.028354942278856838,0.022011545316293984,0.03581534096970187,-0.04090307033674511,-0.005174954096965701,0.00624104175671835
2016-02-01,-0.007080105631067199,0.0148053150024873,-0.008455967506567939,0.022815119831456405,0.016188053717103135,-0.0007079751192580868,0.04997762886425258,0.010013084357467032,0.021709811368621407,0.03287989747253372,-1.0055882815304659e-05,-0.04352744653179589,-0.03750523694574905,0.050964474565318316,-0.01450831768752516,-0.012371399782084371,0.025422829164592674,-0.03178755546987166,0.057064080069564024,0.014582606574286842
2016-03-01,-0.07301015385132019,-0.05141781808280966,0.05392356017528457,0.06765587370483314,-0.01578012529970865,0.046044214006248606,0.001316828340409339,0.03681182462949439,-0.001682811416859921,0.03784467938254609,-0.030859804715393922,0.0843011287544621,-0.039893757620632186,-0.07756673075078242,-0.046710620880054565,-0.030931502143941074,0.025509825860639716,0.02158694237662633,-0.02628537720821526,-0.01173388154908291
2016-04-01,-0.01851311687546542,-0.023567813968761092,0.01272869586471442,0.02001400408479697,-0.011646545256405488,-0.009399365183724284,0.025360470300566772,0.0023807553405521325,0.008389466029362296,0.045354944239732554,0.02101994776010896,-0.01853308026544071,0.0037385699616472663,0.009945464513253503,0.007138559897791121,-0.009092088342975164,-0.003677907113534836,0.00735916434854055,0.018610418876053157,0.009552890830123657
2016-05-01,0.014257901576387323,0.01339341147304017,-0.008764338732888451,-0.049296387490684095,-0.010184712578118696,0.017526271260555348,-0.009435613660735288,-0.012041005128868909,-0.024337889976525164,-0.042559297743564026,-0.012971629529549899,-0.016695687262431872,0.03509731772608902,0.043182109889721494,0.029093885705305716,0.008117866688731244,-0.014848984402228448,0.011184538792197864,-0.006913619111852002,-0.002047949425009381
2016-06-01,-0.012768024237055342,-0.020876019733378916,-0.0033505920147244767,0.05418682807637631,0.010955134991456013,-0.008085482855790234,0.012428234575532432,-0.005074473018521716,0.03121122250134173,0.03855697853755998,0.05270684015316348,-0.0656356218694635,0.007718741270620789,0.028430332938232435,0.011403069655190034,0.013396038985690022,-0.04171650844822418,-0.021423301994414338,0.06974719117772821,0.043739231611027295
2016-07-01,0.04044057076732841,-0.017435238032767034,0.026766317303064602,-0.024984979000623846,0.016056823701539942,-0.017672425737989026,0.013007717260710608,0.007562442038674263,0.009781570540272668,0.015804833040740852,0.009036735951093323,0.026669586519717774,0.003961858644955219,0.0016373626620050598,0.02776472245505893,0.01734681875770002,0.0332180951586674,0.03778384325915717,-0.00048622543130844736,0.04099528846527508
2016-08-01,0.017526164225848868,0.005105939041411529,0.015287330708001154,0.0032397242200467623,0.02331630312689584,0.00754452072691467,0.0033305695638856684,-0.0008173469799136699,-0.016571749141932046,-0.00837038321428086,0.0035575406038014165,-0.012672047288758767,-0.003196773610356887,0.011574257692006394,-0.0010880707447361773,0.023830833969282577,-0.01333090904891125,0.003964140947820075,-0.003475313887593052,0.006362791010345328
2016-09-01,0.0029314620810016894,-0.016329350045898097,0.00826263734038496,-0.004346794570206415,-0.0036207683874003183,-0.02664629298564921,-0.0009130013971785172,0.02256734779837389,0.012062267779718468,0.0011047011491789368,0.030278314084405407,0.009811186733031047,-0.014538184068487163,0.01637371590933024,0.041280514836917796,0.007119099098678748,-0.012200974130853234,0.002509876892582032,0.01430372517768126,0.012807512878212184
2016-10-01,-0.016456488405288912,0.02717569163667397,-0.003102102671547339,-0.010093758407182865,0.0027189624744406136,-0.03309951886298132,-0.014973938866342094,0.0023277329410760893,0.041680720273208995,-0.007147643406368323,0.03785030827439231,0.006494436474009337,0.029937074754343814,0.017158238973211497,0.05779370956239313,-0.022142826713014013,0.012987613749060772,0.03770270356763629,0.04210614125586079,0.03205841908067317
2016-11-01,-0.012488682609177642,0.010623708004065462,-0.03319909533968969,-0.036676448804362806,-0.03431205059544038,-0.05354355162292819,0.010683396934780872,0.045341678724972884,0.028403199995617384,0.011277211680962212,0.0493364548860136,0.024807874283312818,0.03905255987717243,-0.024199705424357076,0.04497586284235162,-0.0330267951145052,0.030344984690244433,0.07324685360856624,-0.034599295643179435,0.0012198315102455244
2016-12-01,0.04669053513102483,0.041012190886666695,0.015356439210472604,-0.05705341968693829,0.01505550458294634,-0.03163693935800308,0.03815685506495893,0.009886305885769291,0.004137425466194216,0.006696994168431772,0.02430998198153923,-0.023293005123002072,0.0030495710205961763,0.01946826208665653,0.011691413513662428,0.0038697799361980603,0.024052094881371174,0.03394375159227635,-0.01899378220936599,0.016091151226890577
2017-01-01,-0.03197725449967714,-0.01795732922887558,0.03789054582243185,-0.03472418073995645,-0.011602212145211333,0.013720743194096132,-0.0026918500223799603,0.03148602353071864,0.04200478569989271,0.03178630029601504,0.01119801288027294,0.031278528485906856,-0.01399582443111366,0.023877559997530592,0.030503063581251284,-0.00212879040884371,0.011862875650730825,0.026459402782694395,0.01787784267934479,0.03818422363410455
2017-02-01,-0.02870987701024323,-0.021964355773617918,0.005476434621525638,0.0025159497355974115,-0.021817702224420366,0.009652109612875374,-0.016299262823213582,-0.005546445129704736,0.0011987460059077503,-0.003426447475922552,-0.04118262381716002,-0.0025241601994547827,-0.015142694600836218,0.0036930851586589124,-0.0288688451211138,-0.019128097517651987,-0.025488072664338376,-0.022079970794531348,0.0012218386018387577,-0.021491091896688377
2017-03-01,0.023030166821973147,-0.03842497045802769,0.025065774530696958,0.062127967227494016,0.041401612826953885,0.02453356160481017,-0.003919171359245868,-0.02272686013712277,-0.011008154691851416,-0.0010420060247307687,0.005296085768962769,-0.0013980960386531561,-0.011067450700550145,-0.016432877582477214,-0.018752112742225515,0.022930456780685046,-0.018013410530901462,0.0043916337790078875,0.00925904955447289,0.00669314915176856
2017-04-01,-0.011426466872059686,-0.008197196720983123,0.013739793130027583,0.01917647819547825,0.005149280025993231,-0.007776830404119174,-0.023338303096230858,-0.017158445729041728,-0.02961968025469608,-0.026594364186495554,-0.03530442893194176,-0.006900301223235474,0.002724422838433688,-0.015080151505575616,-0.024807619585915323,-0.01902313104883223,-0.03217650799068645,0.00024716340019654133,-0.011030962228066635,-0.03160368687378746
2017-05-01,-0.020367929124534414,-0.041341297693957606,0.0023658860274838587,0.059517872173713,-0.01591196231792493,-0.025979518877032953,-0.02845202959114239,0.00259872398950439,-0.03585383131636158,-0.034700524262980155,0.00525525928957334,0.002103435375235658,0.012418193473585974,-0.012955299537667402,0.006872237331982309,-0.024310707076739296,-0.040506479357760736,0.010724617982783664,0.0029372894384867313,-0.029724428300973247
2017-06-01,0.007782031335486842,-0.020217178333386043,-0.004041470873395975,0.001898892645080812,-0.011204395056273445,-0.03274396510054927,-0.016662412900203115,0.011126987161430632,0.007261479333792811,-0.018808552381495154,0.03970131828003784,0.023741115272516957,0.010233318549921518,-0.012659560259182344,0.02853246429694365,-0.002595193948215292,-0.005214597576156077,0.013436100226668154,-0.0019637693172593553,-0.0013019198890636319
2017-07-01,0.019696173440468426,0.002097635019895263,0.019947437117071407,-0.023005732089202473,0.02195306726974601,-0.010320994307807287,-0.027814542188655582,0.023168106205516924,0.010339266055649535,-0.0067839369884701815,0.004502486865805728,-0.003979791793505126,-0.0021515890287884293,-0.0172617140926695,-0.012121615507283032,0.00504273634128375,-0.022511327223675468,0.02248023898375814,-0.011678447603598527,-0.004507185967016521
2017-08-01,0.0164404484131751,0.012614909183056166,0.02216042382215015,-0.015930859853809924,0.031095569432391338,-0.015208821143160769,-0.01630634060915502,-0.020834785664949493,0.0065904783734740706,-0.013991785004772477,0.0010219984296891457,-0.04861495107653463,0.0041174494663190715,-0.006484185234311982,-0.020497835532081052,0.0029029114423597324,-0.021630426127530494,-0.0002494572358171527,-0.01191327331874855,-0.008973357094310281
2017-09-01,0.013865660614853946,-0.014926814088859612,-0.004040671193241199,-0.004972824976012813,-4.920328322575079e-05,0.01076794615484611,0.013282162743049726,0.013047344669839889,-0.0027257238895130164,0.01116666912389756,-0.0009262505771349976,0.023832643603955237,0.015333310308584208,-0.016896622069106533,0.013404576448945112,0.01731038448968767,0.012117913915017191,0.03055409366641233,-0.0019527527312232376,0.018810628864089442
2017-10-01,-0.010721219168981043,-0.008262489882170222,0.029336657308300075,0.007304252084090269,0.019027076627855962,0.008151495306003995,0.0072810765131146645,0.015422617425977789,-0.011140199401459187,0.004830554894730913,-0.04810555539881897,-0.023527999775064944,0.018883822986224083,-0.024266191946679498,-0.055366510464226394,-0.010168080185965022,-0.0071439998570205065,0.0473630287594546,-0.017785258993752846,-9.24297690913563e-07
2017-11-01,-0.007474763322608252,0.004969421246467417,-0.0046091820648248676,-0.003946745921692983,-0.008085449302092516,-0.021152818342173765,-0.017344900966067844,0.003246927159911178,0.019812870310707838,-0.010912041124395151,0.0010878651967937537,0.01229151160248272,0.006714203653032589,0.013865368948172904,0.013826603510340265,-0.006065435987045582,-0.0013561590233797315,0.011911204777326264,0.02681756258327578,0.006577868541065717
2017-12-01,-0.0003510586873074706,-0.017586733216582166,0.039746796541915354,0.017155218230611512,0.016334877778606458,0.02160938801563287,0.012900709417895565,0.03438850256286477,-0.027765882445738452,0.016564562720103572,-0.05051989491895217,-0.03461863058927522,-0.03379468045587111,-0.039599431407910425,-0.05948946939424161,-0.007232822163552142,-0.008888153524406944,0.0018484096274962005,-0.02443708304832332,-0.011920345760537084
2018-01-01,0.040298431009223354,-0.01936934239941229,-0.008790500043534837,0.029067735109627756,0.033213969709163536,-0.01870176235493945,-0.017954110151494045,0.049094214449046554,0.032379314302772945,0.005566678766545622,0.019492989759965086,0.008150158285524156,-0.01662829204139851,-0.008175670123156545,0.0048790359625090355,0.0261780115082454,-0.0385067760850531,-0.016471116004986786,0.026799882987540536,0.007787713134479239
2018-02-01,-0.022200278696569344,0.052612992992768975,0.049246129583095676,0.037506830972772146,0.022945495717876605,0.030184318021757278,0.03922260614481258,0.023421604094297402,-0.027696501998096933,0.03546718656226254,-0.008677935408532825,-0.03164788878635998,-0.011263425759540332,-0.027622561806749824,-0.029562304876247336,-0.007262392923956472,0.03580111133390745,0.036899649874606436,-0.005186985681591598,0.01449002412958776
2018-03-01,-0.004822947141685044,0.021277268673412078,-0.04772532115718345,0.012452002923018757,-0.0024852319409982586,-0.006597973498825863,-0.028965585899680808,-0.03108116963383519,0.037681367079237686,-0.011720854772873136,-0.010635417365384318,0.010175311266801847,0.02811521884673869,0.03219173175296858,0.020711577873614596,-0.010181620435640578,0.0007789921631944118,-0.016338493524965653,0.038822489845130634,0.0007866811996913483
2018-04-01,-0.011052296135692634,-0.008338072270421755,-0.04646817707138792,-0.028021332913288587,-0.026260902013622713,0.030510006069559288,-0.0062294488270481915,0.006288920129440839,-0.008009051227224874,0.02714488405908152,-0.029855547009246808,-0.0032457675394325035,0.03348481996986026,0.008640179519622274,0.00063116829149698,0.00044278340843649045,-0.022641885453850385,0.01870130331639087,-0.005953315583145296,-0.0033116009720332573
2018-05-01,-0.03094092746661834,-0.02136647911136562,0.0010973020337161318,0.05398032681427988,-0.011744096225478909,0.024770295449611554,-0.009439746006890109,0.01565141129422934,-0.06581456710702051,-0.032988335664605135,-0.05572252936115168,-0.056374002433208795,-0.0336491097244091,-0.043938537378733045,-0.07652959189634244,-0.040220522315915844,-0.039123328009566395,-0.02612058131288889,-0.03715988438469096,-0.06480027603399778
2018-06-01,-0.03723452819654846,-0.0042404018216778624,-0.012004850952004261,0.03506707676912948,-0.020369449763098665,0.008501422340206495,0.033221869252652185,-0.014356953875275255,-0.007738251692540087,0.0125917099720223,-0.0511227509680679,0.003913357526968508,-0.013092688155688726,-0.020358926228167838,-0.04156951191928448,-0.036481928675501984,0.016399495435314437,-0.01608447751280233,0.005550924921772838,-0.0247030193854328
2018-07-01,0.024525264391050957,0.009296246942232172,-0.004232469023949189,0.008938010620653879,0.021951347471527757,-0.0018520300852329912,0.02532855834255817,0.044006768871093074,-0.02347526000694883,0.010695716421533453,-0.003528135279467909,-0.020024349043925117,-0.01524926281865649,-0.03466286087018477,-0.05813899276664431,0.017266769977810063,0.01404952425407805,0.01580882282413674,-0.041008551239917854,0.007614837519744811
2018-08-01,-0.035586616643231775,-0.019767655898108753,0.017722377041690617,0.021683528784089308,-0.020212254901514556,-0.02082080531601549,-0.037246987632510296,-0.014474508142557609,0.0006274654698473495,-0.02749834706856434,-0.08735313909338684,0.0025376536339659205,-0.0601116080671687,0.01487205020512092,-0.12965163837339597,-0.07390251511058336,-0.03588312605674458,-0.037733168313250645,0.01771042420401927,-0.09365416255764938
2018-09-01,0.011463943991626655,0.00424858503582077,0.0028619011028820822,0.0032487367031254315,0.013630516551952654,0.0024646381898471913,0.01920551754444254,0.0477418930758715,-0.011515328875478178,0.020729945154747697,-0.011802695197768845,-0.025730329356217947,-0.008851121856028899,-0.020527186449657366,-0.04552372496652445,-0.0041329466678414984,0.004339092433999554,0.02651046084003566,-0.01223164536965379,-0.001070859498412685
2018-10-01,0.05731344491891178,0.026205160753332363,0.06436718563032236,0.014134668574473543,0.061444244310118815,-0.04079541444065611,-0.0005900498869605651,0.0503894079095528,0.017811850303146283,0.003024237928514741,-0.020878019584647245,0.046852712844959545,-0.018229623279703126,0.02100135481188471,0.03336148534394155,-0.0013592881228659216,0.04992648614279399,0.05323561318137232,0.020404644630931005,0.07118268032927609
2018-11-01,0.022163595540951334,-0.007005358365103079,-0.0574784997248558,0.01569213869011535,-0.006481696447400079,-0.012810200342751644,-0.030989541782502926,0.008101307117108455,-0.010379604911579736,-0.03488783282292037,0.056862997038105295,0.00841716691166606,0.035774958231112125,0.015458403674648855,0.09715405237837278,0.017644826496030584,-0.027100907586371764,-0.017338079031945373,0.015250806683188359,-0.0033248886969561545
2018-12-01,0.031132664470191033,0.03687125299738437,0.026848653301504002,0.020994463198389237,0.0481257674647463,0.034533848566369575,-0.03141373571078545,-0.06660225201032904,0.007003342775309688,-0.023858228244579605,-0.023776182136793143,-0.005369719386694533,0.01462718329842823,0.02332904023172217,0.0008342626793554054,0.019006180714307055,0.00556559224466114,-0.022323346562521534,0.0352797976776604,0.02463669707339669
2019-01-01,-0.05191419227369347,-0.08361981186103574,-0.06615843150725746,0.03852265987784392,-0.08331170990963363,0.03854372954247612,-0.023327623178470817,-0.03643993715471611,-0.056394275391959695,-0.039455474185879386,-0.03443200356041328,0.0387494878608501,0.010859786452926432,-0.06107622258915812,-0.045029894202538875,-0.03828807102080718,-0.08777936725682284,-0.04973534467995706,-0.04462670207339742,-0.09808258443090938
2019-02-01,-0.016370355930788817,0.0033705189065832922,0.008841829470036894,0.016730472102184268,0.00586940140424069,-0.017313646223863735,0.02645982696822922,-0.01875062273519472,0.007654916692563917,-0.009359722200798304,0.01681638499148492,-0.03057489464273159,0.007700260398392973,0.005011923338635475,0.0005527586033595089,-0.008094851436461579,-0.006486949273172278,-0.0008726120049374583,0.017774928416410467,0.0008431190299271356
2019-03-01,0.039191496657796004,0.014027088025547979,0.01130674300453868,-0.02066889337003465,0.026548602885467596,0.004611340945949132,0.04487173567645128,-0.02371660424607184,0.033144427085397936,0.03803140196174343,0.034353159993171054,-0.018640258604232296,-0.031786741306612624,0.008181324410953452,0.004115800828781074,0.045346431539700846,0.023421175738292346,-0.04323816541140951,0.014722209758342859,0.029348819928255172
2019-04-01,0.0025216732448320803,0.05223937488749953,-0.021897823358376083,0.002960273954380754,0.05346944031367668,-0.009900847579023314,-0.005594723866450062,-0.011331885433935896,0.009476292509768117,-0.008714936258372325,0.006150153980052573,-0.02173170791079019,-0.0092313513119708,0.004058090120610166,-0.010270341404978657,-0.003209855947877169,0.02968127944298545,-0.030594718620219362,0.0036552778119584013,0.010143130622193543
2019-05-01,0.007444399086216728,-0.06539471364356556,0.01732497358711356,-0.007209277296339587,-0.03653129030688953,0.0639712040472051,0.07759513533917238,-0.11447721196651743,0.07066749066230364,0.09547338868826623,0.0008558210518655823,0.028022221972195952,-0.018004257299687604,0.04065127396999157,0.025551843255060457,0.06937298266185217,0.04368913809702084,-0.09823213414001679,0.09562163232089042,0.08328546480265377
