Date,equity_index_gdp,equity_index_cpi,equity_index_interest_rate,equity_index_exchange_rate,integrated_equity_index,government_bond_gdp,government_bond_cpi,government_bond_interest_rate,government_bond_exchange_rate,integrated_government_bond,currency_gdp,currency_cpi,currency_interest_rate,currency_exchange_rate,integrated_currency,integrated_gdp,integrated_cpi,integrated_interest_rate,integrated_exchange_rate,integrated_global_macro
1986-12-01,-0.046110824411831376,0.019356937713569104,0.019013808379248508,0.0030572920072508536,0.0029294752355468793,0.04020206978747447,0.019911614788475536,0.019911614788475536,-0.019911614788475536,0.03969516223019075,-0.00527898912998028,-0.012189474059344757,-0.023644650104957497,0.005789053151514509,-0.008163320017166013,-0.013870131346313078,0.009063466911675812,0.007817480145313874,-0.000978677631656484,0.0015246741321178726
1987-01-01,-0.0671855065905037,0.06344578629012908,0.054732284134845176,0.04497074759859272,0.05454653364656678,0.014848281084842837,0.014848281084842837,0.014848281084842837,-0.014848281084842837,0.014848281084842837,-0.033262994738915794,0.012408109546728068,-0.00531938912931729,-0.004910880098737697,-0.012021507205756322,-0.06523168318614304,0.04151943007947364,0.04509895704621264,0.031217634783164777,0.027809665368671656
1987-02-01,-0.04585351811719574,0.02538970815898085,0.04978389373411701,0.04509586170282478,0.04919730340639904,0.023157391833665653,0.023157391833665653,0.023157391833665653,-0.023157391833665653,0.023157391833665653,-0.01300803210650501,-0.025863454819710505,-0.017862381905660765,0.0007682572766713121,-0.018118837705954308,-0.032655767438218845,0.004378908991429638,0.036512729806715036,0.026868945104971762,0.01757637149071494
1987-03-01,-0.04278063079176508,0.045738376935321616,0.03427163360674942,-0.013348839487202882,0.019800950157722784,0.007340520740986568,0.007340520740986568,0.007340520740986568,-0.007340520740986568,0.007340520740986568,-0.031147748213589527,-0.04822353846843612,-0.0361293249093213,0.02547004447384796,-0.035695556117565114,-0.05049492852207757,-0.012697773925234617,0.006477185172876765,0.018267360689835956,-0.02437812427727828
1987-04-01,0.01643746588066833,0.02448439889360977,0.0004384285611177421,-0.013993524898269103,0.019860213892583897,-0.04930746872867899,-0.016778947247852175,-0.016778947247852175,0.016778947247852175,-0.043670582602459956,0.09495727271295686,-0.019673709885050992,-0.01972819541721638,-0.0073271515968678395,0.006863664127236641,0.02698682705769044,-0.01705641943769794,-0.025018999048402112,0.004884987528598787,-0.008209439404274585
1987-05-01,0.0044292031871493946,0.008398556385553636,0.005683343384085408,0.012121062727604619,0.01491707592057582,-0.01720979313696068,-0.005041417801899593,-0.005041417801899593,0.005041417801899593,-0.014691872985576684,0.0288246125425237,-0.02646747913375618,0.01199902844350188,0.0050891204536335005,-0.001795100382571555,0.007365321761270992,-0.021594541460225505,0.0023125734338935847,0.01880352848512141,-0.0008088435962661132
1987-06-01,-0.022346065225628507,-0.023974945360691294,0.02004125068631933,0.03576770058901657,0.014296391520953345,0.021075645847652667,-0.021075645847652667,-0.017749572838372616,0.017749572838372616,0.0,0.028494869302903375,-0.030426085147895868,-0.03655693766289789,-0.0010808297073968648,-0.026230222377037808,0.0074481737604860645,-0.05223158315080607,-0.01940011081600598,0.03699880800083524,-0.02653178987978518
1987-07-01,-0.058498479924743704,-0.04040994089298091,-0.008838215329078573,0.04910750924712015,-0.044672089262208566,0.02147438315331574,0.03292898299292723,-0.03292898299292723,0.03292898299292723,0.039054603161818996,0.00712257208936741,0.0024319748606741226,-0.008560347083006651,0.006884058570777432,0.007016493869925205,-0.027738141038036318,-0.0064389712691448235,-0.023266424613615923,0.06396247807762329,0.002471229852145977
1987-08-01,-0.03821763881905388,0.023850792739361065,0.0062918622616463925,0.01999739835341473,0.008392322939006009,0.0044974225364235315,0.030705207003074192,-0.0044974225364235315,0.030705207003074192,0.030705207003074192,-0.009440263349496542,-0.015044882381321676,-0.013976900788465293,0.0016083496148527531,-0.019843899742498634,-0.02843105461499623,0.014227484729848801,-0.0022028336243908233,0.03064735821140748,0.008017465897648492
1987-09-01,0.010056654166373394,-0.007092881938720782,0.03454856531604269,-0.03075034823004571,-0.002161106163961768,-0.04343789755723618,0.024934806657624983,0.04343789755723618,0.04343789755723618,0.04614795608052294,-0.012362540347451267,-0.002806462150160885,-0.0019792926732473087,0.006735191152771139,-0.004530922359234637,-0.022475121454551127,0.008270685870298363,0.04012950710575668,0.0034674895903237446,0.014811516888101428
1987-10-01,-0.004647860659486664,0.09628605735918976,-0.07538296975914006,0.07588644104762178,0.07059775282681982,0.0016764956609788876,-0.05762952889199117,-0.0016764956609788876,-0.0016764956609788876,-0.04762039788460001,0.015601451355458958,-0.03566870592730756,0.0047813252129838635,-0.03239398173548215,-0.04164263113466153,0.025063488206749564,0.0025783210187858346,-0.038818616109546795,0.021837950149995823,0.005679164180008928
1987-11-01,0.04401970238226758,0.028639946054455922,0.0333205253914196,-0.006267060070249993,0.04375873136162091,-0.00502395526074853,-0.001973011076334415,0.00502395526074853,0.00502395526074853,0.0013494122150648836,0.03929291544270372,-0.006641550733108268,-0.059278848698427346,0.012594626347004569,-0.007190733359359195,0.052463893013780155,0.005244960264272176,-0.02167387759674774,-0.0038477004733019357,0.012264164197055219
1987-12-01,-0.00465435626789059,-0.03776208374047393,0.018520417353379344,0.007952484482322076,-0.019185493434263085,0.01856608611143978,0.007651657061276574,-0.01856608611143978,-0.01856608611143978,-0.004732183726969527,0.021566185403021756,0.006755381557836716,-0.01659688024446739,-0.014001566102941333,-0.0013440144661619573,0.015434990927565556,-0.015224633054808518,-0.01906425515889472,-0.009929087055551419,-0.013111226921368048
1988-01-01,-0.0032701390295191233,-0.025485098438414122,-0.02845110518703703,-0.012734685396304388,-0.023108620561694958,-0.03710344213628245,-0.03710344213628245,-0.02496410810233601,-0.02496410810233601,-0.04468129573204101,-0.024816783230435117,-0.022376556962055812,-0.005463049264014905,-0.04225563302060556,-0.043834932996669226,-0.03500536622628935,-0.0407054218133825,-0.04611605559952404,-0.06733048168796792,-0.0649058239568584
1988-02-01,0.013234812035813873,-0.014980686623348125,-0.014725322239918999,-0.01888841126669211,-0.01848462715580044,-0.009560451801988012,-0.009560451801988012,0.0036074565847747054,0.0036074565847747054,-0.005705627453774003,-0.03801499006732221,0.01113419463118469,-0.030386490805621613,0.00037559797686190504,-0.018279441908215812,-0.01682698767534709,-0.0004713047816726219,-0.03624808739779832,-0.014609577333233549,-0.023955151344272927
1988-03-01,0.02043252265215231,0.0067946885162886795,0.056235399218447044,-0.05536743086983786,0.004108744923279722,0.014895553379332687,0.03241078924628624,0.03241078924628624,0.03241078924628624,0.035664635533601274,0.016439595448045383,0.004449117612444752,-0.02782659498059999,0.04883677328912757,0.026628406541433565,0.024533745829307254,0.02958557161389599,0.03678058379530175,0.018805346090728335,0.03953089429074011
1988-04-01,0.010831494468635773,0.004064785699155531,0.01714493234508973,-0.013516629239334216,0.008233467222225966,0.021004839955483533,-0.002427151177190253,-0.002427151177190253,-0.002427151177190253,0.006726776549158468,3.4865992013211294e-06,0.0011740663957978139,-0.009989953918498027,0.013217936483355465,0.003561705698851468,0.01506546199815548,0.006161017812863469,0.006591541707703638,0.002968799265093531,0.011719743474734574
1988-05-01,0.005910258777461426,-0.02773748048634468,0.020753055782818768,0.004259343654798795,0.0090449011522417,0.014059690625225647,0.013947471924515958,0.013947471924515958,0.013947471924515958,0.01862072409678156,-0.006155607563454445,0.006589754520368044,-0.04539556995530225,0.015293844999483308,-0.004911626361743149,0.010357589987897754,0.007353382529073147,-0.00785356914661942,0.020449208278322084,0.011899782343540544
1988-06-01,0.009873612107161315,-0.022966873347967747,-0.028973916486405814,0.01142014243678479,-0.008511403480878331,0.06942261288590426,-0.11738166381479877,-0.11738166381479877,-0.11738166381479877,-0.08420869565661063,-0.006593718101125057,0.0002712519822306932,0.005443641551365968,-0.0026156170419226778,-0.001611764759839715,0.015389233147702774,-0.04937180008371444,-0.07259791147368233,-0.04719706537612378,-0.043568414457207424
1988-07-01,0.002208427625535898,-0.01686564319094455,0.014234081697903822,-0.013922245631069814,-0.008921669822557083,0.008587934119020379,0.017752077736146517,0.017752077736146517,0.017752077736146517,0.019665422854551296,0.0192236317257364,0.013696023423134026,-0.006502559334761756,0.013723051021670355,0.019310555029466353,0.017689365196213027,0.016816938770280832,0.01773512953652396,0.015157949198837437,0.021952127607372213
1988-08-01,-0.02234290862618792,0.004140697706035079,0.022651426937856534,0.02942522443542076,0.015227211172181041,0.011025114275590036,-0.0052515419291539025,0.011025114275590036,-0.0052515419291539025,0.0050637952429863665,-0.027707001408604954,0.008157354533116255,-0.024310677916632106,-0.032787102974328325,-0.026394636132559934,-0.017376604898393485,0.0023798454734541424,-0.002202261879014488,-0.008862805380775666,-0.009763328528864326
1988-09-01,0.009642920173971753,0.015902365901332236,-0.03027236886114331,-0.007417612236157813,-0.002354175796061989,-0.02802788446424079,-0.00659626153948609,-0.02802788446424079,-0.00659626153948609,-0.025793136404187674,0.02176499527309245,-0.026080844248792003,-9.392614249880554e-06,0.019528470640830683,0.0020665543567117365,0.0010533184312572388,-0.021657315864004708,-0.03527016575526818,0.004220113741424479,-0.015927095801505073
1988-10-01,0.01364461632883162,-0.009242169192196411,-0.024482404379082064,-0.03350808891952469,-0.032520490371530306,-0.018635063781947937,-0.004697864414349201,-0.018635063781947937,-0.004697864414349201,-0.0173842299317459,-0.06473740413167087,0.030349807469477,0.024607193374033054,0.03592151499223105,0.01574088139391006,-0.06068442312919491,0.01253276796402886,-0.018571441995872646,0.007255876734381627,-0.02030653974017184
1988-11-01,-0.00027893265034163874,-0.03830123142774352,0.0046571244206126405,-0.01871022398757758,-0.022711682258854008,0.028584743437059797,-0.015857671057882893,0.028584743437059797,0.015857671057882893,0.028584743437059797,-0.015146052806612229,-0.011567497188724981,0.02728210270418021,0.04407209200246989,0.02348734308972432,0.0027697396644758925,-0.03437135682826022,0.03388620260170506,0.038192498784545545,0.02194567432886388
1988-12-01,0.007990648734573964,0.015743265746982243,0.002050265462862366,0.0005238393334041394,0.015363979835913913,0.0018633171165995245,-0.019514790383223953,0.0018633171165995245,-0.0030346090507301416,-0.01057987704180228,-0.009672541607630133,0.004268446331884535,0.00791901156555844,-0.012490537073651468,-0.007402204965011165,0.0032250068708886115,-0.002370115134178552,0.012085983634799994,-0.010572705398416059,0.002244929786770692
1989-01-01,-0.034459330650766534,-0.01932490927320488,-0.03954971348800903,-0.02471705657687024,-0.032748376593200644,0.00013196587651549956,0.009270461062050714,-0.0146894414398925,-0.009270461062050714,-0.011042216396255822,-0.024047238897834746,-0.012711321409874611,-0.020605429770122332,-0.002086087668825275,-0.02914868833543113,-0.03554402832849489,-0.020629932764224396,-0.04340894516910395,-0.019409666062005986,-0.052336439399192664
1989-02-01,0.027406360386219627,-0.01762830081657814,0.027217858943769983,0.029397503243377223,0.02696729372515459,0.012998600082946864,-0.014589116505679484,0.019232602272585893,-0.027799812210232356,-0.008287132921919899,0.02891352554982588,0.0560409370563598,-0.05665698668020086,-0.056991142951124125,-0.010270027971451285,0.03562130463938433,0.03218626374084456,-0.00853687252162836,-0.01914046027711678,0.024291110068457217
1989-03-01,0.0004842090293368901,0.016890179489601143,-0.005631578897479715,-0.011179242413342854,-0.002825469122864499,-0.0003859306581270009,0.01586488586070691,-0.003522403187978947,0.02282316944452673,0.028562100403747147,-0.0077434895816866365,-0.015748237673395123,0.02357630410565262,0.014890854785828403,0.011087575236816739,-0.0030731516330918126,-0.002761770674103351,0.013355723987733999,0.016069640400048348,0.011767726609867222
1989-04-01,-0.012870115244763536,-0.012804254072653459,-0.01316859957440595,-0.012688162900256787,-0.013710700831002292,0.013535941730196104,-0.009523410592951165,-0.013535941730196104,0.015313465997571184,0.0006572567137557953,0.021748912463021075,0.001690038151087646,0.01805841915499507,-0.0014323437874142887,0.0203330703967452,-0.0016582559729451094,-0.007764198663245856,0.0016335878162451142,-0.019310725127675527,-0.008021914332715926
1989-05-01,0.004357210115955076,0.011701895407343425,0.007197266341961798,-0.029766191947727907,-0.0001801458445163599,0.007556329024294634,0.009138760616683287,-0.007556329024294634,0.04597115052518355,0.031945734839898474,0.06368572491436572,-0.02003952271496366,-0.024925597153746034,0.006141283223322478,-0.00760270117579977,0.018222966076541103,-0.011390925666271758,-0.013329512334403616,0.011637515301228018,0.0019432507712351384
1989-06-01,-0.0022933344466089067,0.007862873900936592,0.0004495382742404893,-0.01594198625399134,-0.0019097933903392437,0.032710031151859005,-0.01935953313878271,-0.032710031151859005,0.024318693741801047,0.0021501505816979923,-0.009525511634844103,0.02078769973972741,0.02393414105715249,0.005551051734704807,0.02301394664666178,-0.003559396236020567,0.018274903799115956,0.016245459218174024,0.0005443687177105024,0.01032212055923228
1989-07-01,-0.03907858856914694,-0.06317974488562737,-0.048306580607837296,0.01292450366166548,-0.04416487556786473,-0.006587929322932122,-0.04558155775392913,-0.035837156791240436,-0.01558913040266489,-0.04558155775392913,-0.030429604371766773,0.04317973704500569,0.014650022050407793,-0.01637476876491657,0.008369834876797697,-0.02639509696942859,-0.019807123252080654,-0.031502319538276265,-0.05318478058746995,-0.04562194675362223
1989-08-01,-0.006343889394149218,0.01091275002811614,-0.0069312117640289205,-0.01952493827418176,-0.004597897490771142,0.02314337491653337,0.03766583608851168,0.03540588727267892,-0.004587602127978738,0.03766583608851168,0.009626919141618734,0.00488635247823928,-0.007965469531484054,-0.005587655396078099,0.00035901256740357375,0.0014322309770809902,0.0008615523915039595,-0.010173231486306892,0.018591301005244185,0.0018561434976418646
1989-09-01,0.004226627535224663,-0.006686751161732958,0.0015949982324482775,0.022525201674102532,0.005000028861737555,-0.009549560216939106,0.005917801053685066,0.016015375287225995,0.0007831811112733168,0.005917801053685066,-0.008268531714013663,0.021117005149718787,0.011574592081155924,-0.013190063702321562,0.00811823609845306,-0.009341723170832606,0.0183204726685947,0.017009733489443183,0.003109150148370795,0.011551162335872573
1989-10-01,0.01796255905690742,0.019741217400250612,0.025148404167334167,-0.010397113686269652,0.016557357876058613,0.02356256281777948,-0.009781682305240885,-0.02356256281777948,0.025698319315062515,0.00937175828314025,0.009008601822624064,0.01835392859418795,0.02108098078340534,0.020255340253476573,0.03024255849232626,0.014334176537872823,0.03790941958704528,0.03194380275820631,0.024826685495137307,0.03512686896865897
1989-11-01,-0.019222785265584505,-0.018155404076110788,-0.008834967676690142,0.019092524139924908,-0.009456558284824796,-0.006890563955565472,0.005499931801969062,0.006890563955565472,0.013146754374776977,0.011262846677320353,-0.0036254836436629473,0.013914669675423907,0.0006301703791536733,0.012141281661013211,0.014198769569630674,-0.018173413852769868,0.007089901520684301,0.0005002123277080139,0.03316218852030782,0.004755199856565823
1989-12-01,-0.020221589681741856,-0.016348170908036145,-0.02300848658275948,0.015911347413284278,-0.017014664959205752,0.006404292715110809,-0.0012880344320546479,-0.006404292715110809,-0.01242560157365147,-0.008220269036763886,0.00957179762439775,0.10358798597983235,0.007221179768505933,-0.09098945682132258,0.030778377873773428,0.003114869513646302,0.08402637685939687,-0.019854946368717173,-0.12738624533254847,-0.005187726512869533
1990-01-01,0.034588361317979356,0.03157413127313091,-0.024590066427690155,0.021390440050412542,0.03374404189938413,-0.04822370483633811,0.04978466609119826,-0.0030085171363225167,0.013374828861197308,0.013374828861197308,0.03527904964877778,-0.01412855821847987,0.0005288990807034595,-0.01189545267902706,-0.004729756572253295,0.03157715092342503,0.019950622459163368,0.0006849022141202499,0.024199970536543606,0.031793902193064015
1990-02-01,-0.0060395866392895965,0.020547241843242893,0.03219565414380806,-0.04894078349837874,3.573615802361889e-05,-0.0212912127353403,0.0269336967827768,0.010334957548943523,0.02011806178741792,0.02011806178741792,0.02330561242115173,0.03149463094132016,0.01941920442641546,-0.0021849035779955522,0.033932105430056335,-0.0004949227629045635,0.035335738086182455,0.04105920959485163,-0.0016862504756224408,0.03001185602719466
1990-03-01,-0.00664792386586649,0.028417053347299808,0.021662064673610627,-0.06402285133196028,-0.004321830281355363,-0.025992179998904723,0.03379889451378524,0.007601416209792581,0.021832205153108054,0.021832205153108054,-0.0064704840382710975,-0.001491197872690432,-0.03382865440239712,0.01545810701372735,-0.006066415666340375,-0.01594452265477461,0.013797390530345106,-0.007773879546107315,0.015064782481966155,0.0024704606144647454
1990-04-01,0.028530120933144068,0.0220759629315593,0.027111114010300644,0.004712228675547565,0.03201406827523145,-0.040801041850156476,0.03137422203932275,-0.0006157997066157663,0.0012616123822288639,0.0012616123822288639,0.009383395905331568,0.006903865297346413,-0.0019459494952103816,-0.0011110956455036005,0.009816588607614612,0.013575427373304033,0.027252867133542746,0.02282888588168419,0.039044509234580485,0.046084747041065605
1990-05-01,-0.053559746828624556,-0.062285611096246904,0.013177467341959842,0.06266433326325432,-0.04469202689960534,0.051339020660447675,-0.05124686172090649,-0.0017715697822393605,-0.05124686172090649,-0.04437642512573378,0.030648547085739587,0.012787050248049058,-0.025692236538075366,-0.027324878101063908,-0.013263401347818813,0.025542258661765092,-0.05109950169445852,0.004605237815153014,-0.024837461352727887,-0.06447307419796315
1990-06-01,-0.001887986087668127,0.002897882765758447,-0.010587427882141863,-0.008079169333146946,-0.014424916096378713,0.025751051776971706,-0.014864361509823756,-0.008305584726601992,-0.014864361509823756,-0.010691400848149688,0.006186623907008295,0.0075289841105914915,-0.005975702330039487,-0.005594223524959537,0.001796181431832215,0.022054578568742364,-0.002864674049941966,-0.00037450282963262624,-0.021575607642957476,-0.004449728211738079
1990-07-01,-0.010910560758563526,-0.01180776082811132,-0.0031984062483443616,-0.0165675717966606,-0.02334960330515383,-0.00044388971842899966,0.0011961501888550685,0.012170919769107377,-0.01946802843902764,-0.005154480680622976,-0.029367577587051302,0.004370985837789333,-0.014014093998685523,-0.005179709247660822,-0.015622477381484234,-0.015334800607302372,-3.867176978979737e-05,-0.009224898285563202,-0.013294579887189809,-0.019750076801285422
1990-08-01,0.02942631793947278,-0.051234802930450754,-0.026265117017385767,-0.05482659023950635,-0.03991826452601487,-0.0352161115488274,-0.024233133394831085,-0.020815000282970703,0.024233133394831085,-0.039171210617842164,-0.008977420473992715,0.02044149268960882,0.018636465567009108,0.005471172668808709,0.01674946855133658,0.0006789126135567148,-0.03404857512826141,-0.05178619374558333,0.0034144586434818784,-0.03626577103609902
1990-09-01,0.02920051917778852,-0.04813317046932646,-0.008325688628861641,-0.04422587827115331,-0.026639031924946176,0.00036858212665258973,0.0064328644492419405,0.0022951412529044002,-0.0064328644492419405,0.001686330221500476,0.0002714797029682028,-0.06477351930619904,-0.04909504570033007,-0.0037104482166352253,-0.050043367418475614,0.020625383644234618,-0.05300598724942545,-0.01763383777346057,-0.032747587462752796,-0.028709819379560127
1990-10-01,0.006286874967842913,0.032694690936717945,-0.045978312167465916,0.01262507563056819,0.020816981762855537,0.028421411530570782,0.0399419741988306,0.013343415872046491,-0.04160809589494931,0.023265400243679898,0.027010256302161806,-0.007654089815339645,0.022735404782866862,0.01457301998449203,0.019825441484798163,0.029286210069916465,0.02038039527036625,0.016337430208609463,-0.008537938637046572,0.03467761472291697
1990-11-01,-0.02339933270605834,0.0005939680521338684,0.024535180800260428,-0.006088904550654368,-0.01819073213119376,0.06206212829766024,-0.026130053241250457,0.06206212829766024,-0.043914694905785985,0.05507324445097275,0.007221671374592216,0.02718968947349916,0.005896604994882697,0.03596990316971332,0.034465743321500444,0.026164134080235296,-0.026737174576493307,0.050065291818862025,-0.02514974265757019,0.02152630973691371
1990-12-01,-0.00726796653044386,-0.002982895193612134,-0.0010066939651130515,0.005851044372809575,-0.005554763194793052,0.012475610745633607,-0.0052221990224813435,0.012475610745633607,-0.012522461279537073,0.0065360171760731455,-0.013612538116559372,0.0037645993140438022,-0.02098644431434801,-0.00783054024902605,-0.01306201174297323,-0.004648062154352682,0.003618942160950344,-0.0063333476852574415,-0.008170768679031513,-0.00888882399164847
1991-01-01,-0.03436295269607494,-0.00951121507905326,0.00349738245383601,0.043319776430004696,-0.002798683920647543,0.035905214426636974,-0.030374106643179938,0.035905214426636974,0.004031696520538538,0.04151955254851636,-0.016674814527691196,0.0003327143191855131,-0.03261923528455553,0.007330770125178535,-0.01879026847616108,-0.010375837691216508,-0.025721045385515305,0.00937841215250021,0.026161287567236454,-0.0021545307916123564
1991-02-01,-0.04307549311584503,-0.03063908428131455,0.024249725415432303,0.0270921965330864,-0.02368786204693012,0.00030372947776226164,0.004530673201556679,0.00030372947776226164,-0.00559192235178427,-0.00022198822635063117,-0.025743584027534266,-0.0074857639357105215,-0.056287948918836664,-0.034344455723869204,-0.05599610045000581,-0.040599749860737125,-0.05268932733863552,0.012194868857563239,0.004867093861976465,-0.05117581743616806
1991-03-01,-0.004780483564512528,-0.027465566012686758,0.013891876207135735,-0.01706968381460387,-0.022579593155219166,0.001690712312994453,0.017822246773304996,0.001690712312994453,-0.014559394114395746,0.006601369595444425,0.03853612446121017,0.023642081011013776,-0.04411724571431544,-0.026146020635409228,-0.0014589618152532511,0.016798054841332188,-0.0006734736177751743,-0.017705440408559387,-0.03516273464095834,-0.020475676785369525
1991-04-01,-0.0143176558581674,0.00223148249544954,0.030832961402343335,-0.002482702760040611,0.006886598799577177,0.0168124221465078,-0.007960501472678379,0.0168124221465078,-0.015555748375853919,0.009493014338491574,-0.01195237654226718,-0.04723628914039663,-0.047231016831270456,0.00539583635968875,-0.048442368405001955,-0.002060682475908111,-0.03250325685724263,-0.0011986033570236948,-0.016469895001198186,-0.028388394695389094
1991-05-01,-0.015242585228995856,0.00417702218901025,0.0016278884811977044,0.008640033088371737,-0.0002120337070161327,0.00267963827312985,0.004111447313916889,0.00267963827312985,-0.013844774522579845,-0.0030814353614858395,0.014973260478926392,-0.0036127201243083946,0.015488652423276253,0.009655493260568302,0.015148028784940162,0.005167529101225189,0.0002223170000137823,0.01719699815425431,0.001016526198104166,0.01032726802253859
1991-06-01,0.023166120124154387,0.01437155119795755,-0.017490387486692374,0.024894521536654078,0.02464414264368656,-0.029763786842469796,-0.011963838924264922,-0.029763786842469796,0.027565982681789707,-0.025600919554856997,-0.002567733874102398,0.003231400877847017,-0.025179740693649547,-0.019099883838608934,-0.023868473876853,-0.009611304064464884,0.013977359091919188,-0.0464616518794439,0.018971278157780082,-0.012898836055323272
1991-07-01,-0.0038751716345878573,-0.05062990247724271,0.04960499536611544,-0.012974920943160976,-0.02398873137876567,0.022744033833882446,-0.021031959653281394,0.022744033833882446,-1.2685919732644675e-05,0.023473889672100606,-0.010877808206464718,-0.04714503764182923,-0.04361899419052536,-0.008931704562787008,-0.07038436739648994,0.006880870934837349,-0.04649032466441841,0.03216032821684781,-0.012905457565744871,-0.022102344332966834
1991-08-01,-0.01839455006657007,-0.003687605506170639,0.0022011285499160633,-0.009996218984103467,-0.018653269012776374,0.03356267504886613,-0.02592926438630485,0.03356267504886613,0.004265680932407696,0.033506166411594034,-0.035336676779904694,0.02744435725031778,-0.0029059538410446824,0.004856958864615779,0.0007440167861786835,-0.016877087568146265,0.014269894062859343,0.016582221454306604,-0.005859417251285066,0.008435075577322646
1991-09-01,0.003970295247921535,0.013997408668235003,0.019271929435692017,0.006108662597952332,0.023850700835550118,0.03260682424387275,-0.030254286057862505,0.03260682424387275,0.008286115365671132,0.0325135400164299,-0.05468493338638844,0.0069759706243082585,-0.04343710797244324,0.006499190634953167,-0.03322239075466145,-0.015692809024860376,0.04108386475644242,0.021623806953022778,0.004922625538321708,0.03040111597220325
1991-10-01,-0.027420382668834592,-0.000310545706956539,0.018619815825329785,-0.02550430500522945,-0.017312591485417132,0.01804513223758313,-0.010616561428726964,0.01804513223758313,-0.01219094536701481,0.00903654276317584,-0.024053426850066045,-0.009855590095819905,-0.04253121057095574,0.019265664742305524,-0.027525674112804235,-0.026085686148107086,0.031113233206918656,0.029055149525756326,-0.01178174183510052,0.01594332949811165
1991-11-01,0.020651664474825967,-0.042150308220190134,-0.06337531329224595,0.014001087044503466,-0.043916889996292764,-3.735973021578953e-05,-0.005199160233834073,-3.735973021578953e-05,0.01542655359619274,0.0026869560473319815,-0.005407999730284913,0.0007500723981763381,0.019525118782343164,-0.01120207546249082,0.0002040713117177991,0.019627132066696876,-0.02037297590005267,-0.02734856835770805,0.004511417300592987,-0.011018140024641533
1991-12-01,-0.042495221934037763,0.06620418992851529,0.026562935719783517,0.0129925601859333,0.044062434786968155,0.04391701661224758,0.05027637962700795,0.04391701661224758,0.06793267951626193,0.053646257460765664,0.03204523714274177,-0.069819733115049,-0.03388013473494408,-0.02304721961328409,-0.06907674600561572,0.02052413209331845,0.033891617102859546,0.037013656418577935,0.003213458577912755,0.04559191004314997
1992-01-01,-0.002958595013679738,0.005997165858786963,-0.009158621844788504,0.0007465089600403088,-0.0018195326839473883,-0.03848934185198904,-0.01594778331611245,-0.03848934185198904,0.04239190043036321,-0.025071959496797427,0.04674323915942064,-0.0032730269117763455,0.054323377564768266,-0.013626598032154665,0.038109444084195226,0.006189413710591182,0.02174729661331947,-0.013484649584518286,0.006771072833797695,0.014087730291909887
1992-02-01,0.014002774869562817,0.030825767372366038,-0.024705756460622584,-0.008831125314293897,0.021566407136759707,0.009004725720819187,-0.0023213691675216196,0.009004725720819187,-0.020110913006099802,-0.0007414969501579651,0.010679598041706456,-0.014968401201587276,0.04249752470238326,-0.0015280506537451782,0.010074124715193186,0.02673581580643972,0.04476770665025533,-0.018696192429238662,-0.03548690982676878,0.021480947219452554
1992-03-01,0.02760855945458839,-0.023775110850306612,-0.010329227751431679,-0.0011472313063447923,-0.011157199141264017,-0.030427981141682207,-0.03762159019854125,-0.030427981141682207,-0.01072480726175829,-0.03559670918868673,0.027436702668019126,0.06325677385550846,0.01574427996636951,-0.01521046972636582,0.03657378214025232,0.023689089916519735,0.011157963659007895,-0.010910283964998827,-0.02010238183876385,0.00582968650412993
1992-04-01,-0.026823464362840846,0.013675126394686519,0.0167468467965625,0.03374725107302386,0.017517651346217106,0.058809182998271335,0.01130109121541714,0.03511082626097403,-0.06567200963105041,0.01760024566123283,-0.014995189100614136,0.004712404719136776,0.030231271198212655,0.007830603405173036,0.012053701662488281,0.004350599551789287,0.010481473196564329,0.049653685227629855,0.013134005414543284,0.026740782875036367
1992-05-01,-0.03809928219434475,0.008525145905472186,-0.0018208213128097605,0.0006705224903501724,-0.0029336141360464386,0.003473255901953529,0.03382983448433511,0.027765359437681814,-0.013572153443418236,0.031125507122026726,-0.04318353300071503,0.017222705421773548,0.010678647246640874,-0.00215218385363706,-0.006908554495460828,-0.033168144996763585,0.001202667784453404,0.022809701830920674,0.0027792111643228637,-0.0006426167017843732
1992-06-01,0.019523470831356162,-0.022378662463949067,0.009698817506867772,0.005746245529496545,-0.00514854219352749,-0.007094545799632586,0.003646593881100616,0.0025647006122366004,-0.01280826598931492,-0.00250719834375621,-0.021343028519071446,0.01752993227371899,0.0021818967602141017,0.017064221802046746,0.011563771014427975,-0.005857001203277337,-0.007978132840285193,0.013194232435716297,0.021005366474060948,0.005540690496734296
1992-07-01,0.013460605480616719,-0.0019120167429030113,-0.007138490380620543,0.024244098294854022,0.007074838733232915,-0.033238595559365425,0.014810806705856132,0.033238595559365425,-0.06594721085727727,-0.021676323106365254,-0.013075489705886985,-0.04527547885926866,0.012524929035545905,-0.00785650753327405,-0.03976623248983728,-0.019678411924524488,-0.025511520174804365,0.02609427629715407,-0.020317734179517974,-0.022929142756614968
1992-08-01,-0.043624642097948384,0.008242249424148442,-0.020056469924652404,-0.04805086576178784,-0.025398776655179454,0.0251850987413519,0.008864659150733964,-0.0251850987413519,0.029687695724671472,0.021545389979453624,-0.04281111784699074,-0.016945083898120772,0.044907343073785785,0.06332189412506137,0.031341117378826014,-0.04985470458825484,0.009500907764625852,0.001391766573579848,0.04121887820125106,0.004835549237801478
