Date,USDBRL
2005-10,-0.010791366906474864
2005-11,0.021919673247106974
2005-12,-0.05651894669235724
2006-01,0.05583182640144657
2006-02,0.04167647751353898
2006-03,-0.018715341959334664
2006-04,0.036895064686152335
2006-05,-0.09536194191590797
2006-06,0.06558891454965354
2006-07,-0.005512172714745134
2006-08,0.014918414918414946
2006-09,-0.011065006915629283
2006-10,0.012699598468577822
2006-11,-0.010670238810106758
2006-12,0.01334019846470702
2007-01,0.006359225587639461
2007-02,0.0011318085357228114
2007-03,0.029668835583179343
2007-04,0.012238879331531116
2007-05,0.05710277460251478
2007-06,-0.002280974598237284
2007-07,0.024701195219123395
2007-08,-0.04047097201692229
2007-09,0.06997164048865612
2007-10,0.05622119815668203
2007-11,-0.03146619058245925
2007-12,0.006966292134831464
2008-01,0.011823556161891569
2008-02,0.04051576270183932
2008-03,-0.034933500770591874
2008-04,0.05352095736364193
2008-05,0.022065150583896687
2008-06,0.0145289019143231
2008-07,0.024466590008943356
2008-08,-0.040514863622433506
2008-09,-0.14338968812349062
2008-10,-0.1178323297823064
2008-11,-0.06386853401552273
2008-12,-0.00354288183192919
2009-01,-0.003659061558329846
2009-02,-0.02664878907232049
2009-03,0.02746685035302221
2009-04,0.060445580715851044
2009-05,0.11176530301492238
2009-06,0.009427195409365652
2009-07,0.04648544313977787
2009-08,-0.008136566687938829
2009-09,0.0641765704584043
2009-10,0.003293209175562195
2009-11,0.0031326536424216567
2009-12,0.006420177701347285
2010-01,-0.07941952506596306
2010-02,0.04835140517813663
2010-03,0.014764497838657187
2010-04,0.024088766241232573
2010-05,-0.044758086660442675
2010-06,0.008976561201307742
2010-07,0.028377685338196068
2010-08,-0.0005695085141523837
2010-09,0.04065667042019805
2010-10,-0.0069448531575541095
2010-11,-0.0088665927783933
2010-12,0.031902726780232316
2011-01,-0.003419316136772821
2011-02,0.0016223036712132988
2011-03,0.019916656452996673
2011-04,0.03580043163640978
2011-05,-0.002974495285108625
2011-06,0.010746497793129972
2011-07,0.009036338991802673
2011-08,-0.025352289884247647
2011-09,-0.15415314212738784
2011-10,0.09535466573410267
2011-11,-0.05131324301907669
2011-12,-0.031229912149132177
2012-01,0.06869704602702087
2012-02,0.01711890066379418
2012-03,-0.05988613969783241
2012-04,-0.04270816957501433
2012-05,-0.056558065951451075
2012-06,0.0066188912113069875
2012-07,-0.02309300403519876
2012-08,0.012852077998818157
2012-09,0.0021713383339911907
2012-10,-0.00216663383888116
2012-11,-0.04925093632958799
2012-12,0.04113862351335551
2013-01,0.03017825759477777
2013-02,0.006570634318928459
2013-03,-0.021368155512687226
2013-04,0.010193374306700642
2013-05,-0.06529354070337667
2013-06,-0.040596854415916206
2013-07,-0.019722393042256092
2013-08,-0.04565080695870871
2013-09,0.07600360847992782
2013-10,-0.010179480310742006
2013-11,-0.041181506849314986
2013-12,-0.011049489860717188
2014-01,-0.021012931034482762
2014-02,0.029219809751311665
2014-03,0.03186759980632958
2014-04,0.017739551135599996
2014-05,-0.004104394378764198
2014-06,0.012283791717472736
2014-07,-0.021779466336808495
2014-08,0.01238874726061101
2014-09,-0.0862315582982549
2014-10,-0.012470740172733752
2014-11,-0.03414672175879019
2014-12,-0.03469295605057188
2015-01,-0.009430094300942993
2015-02,-0.05571589469238347
2015-03,-0.1112084336972502
2015-04,0.06044120086249771
2015-05,-0.0516563374964607
2015-06,0.02439574605220729
2015-07,-0.09306131992751498
2015-08,-0.05499240436403807
2015-09,-0.08283723875870797
2015-10,0.023782353856527827
2015-11,-0.0029994311423696685
2015-12,-0.02358109472833758
2016-01,-0.009601920384076923
2016-02,-0.004158470081426335
2016-03,0.1179500027838094
2016-04,0.04552069387042312
2016-05,-0.04867648687562298
2016-06,0.12405851229380649
2016-07,-0.011049893810212708
2016-08,0.006880094213902677
2016-09,-0.010942864149092624
2016-10,0.021543086172344683
2016-11,-0.05676649536298661
2016-12,0.04012042270828209
2017-01,0.03385631709331127
2017-02,0.012281378600823123
2017-03,-0.0037155669442664463
2017-04,-0.017250062956434165
2017-05,-0.015556244189649848
2017-06,-0.02454506982649185
2017-07,0.05848851347027595
2017-08,-0.007525959798037496
2017-09,-0.004237154150197764
2017-10,-0.033258949041665375
2017-11,0.0009791622043389125
2017-12,-0.013403773584905743
2018-01,0.03921568627450989
2018-02,-0.018475750577367167
2018-03,-0.017784230106160925
2018-04,-0.05704018481019868
2018-05,-0.058433362872257644
2018-06,-0.03946452062214667
2018-07,0.0318588310443948
2018-08,-0.07346304653399427
2018-09,0.001160379221805341
2018-10,0.0876476906552095
2018-11,-0.03700447363657522
2018-12,-0.0036328970421518614
2019-01,0.06418798497436318
2019-02,-0.029097007773400074
2019-03,-0.041979086967610324
2019-04,0.0005103342689463108
2019-05,-0.0009941624818373684
2019-06,0.019014468659895645
2019-07,0.010022300931391781
2019-08,-0.08056929200337715
2019-09,-0.002766418089968581
2019-10,0.03420823485508162
2019-11,-0.05135588020108095
2019-12,0.052721806752962896
2020-01,-0.06021761464462505
2020-02,-0.04230769230769249
2020-03,-0.1408756459762165
2020-04,-0.05113201356228814
2020-05,0.027880831928049687
2020-06,-0.023582575605115563
2020-07,0.0466060315940644
2020-08,-0.0493656370023845
2020-09,-0.020783202324296424
2020-10,-0.023344474618758992
2020-11,0.07205643580986498
2020-12,0.031731972658130436
2021-01,-0.05080873617837889
2021-02,-0.023347553683308542
2021-03,-0.005697146102513262
2021-04,0.036097166289696725
2021-05,0.04196125768810721
2021-06,0.05033205876433877
2021-07,-0.046531708721097575
2021-08,0.011706010250038812
2021-09,-0.05361014146610321
2021-10,-0.03432981460125972
2021-11,0.002454336884414987
2021-12,0.009207739526869485
2022-01,0.049188354487589736
2022-02,0.03060650169820467
2022-03,0.08677311172512692
2022-04,-0.04645924257356038
2022-05,0.05009609495448708
2022-06,-0.09912669571338872
2022-07,0.016045158421774897
2022-08,-0.002295170498379906
2022-09,-0.042299309172854516
2022-10,0.04521584678353552
2022-11,-0.002138439902132694
2022-12,-0.01802875520242153
2023-01,0.0414121911816856
2023-02,-0.030669925903292206
2023-03,0.034044233807267066
2023-04,0.015277276554793717
2023-05,-0.013391355948966455
2023-06,0.05597911227154073
2023-07,0.012820241595971948
2023-08,-0.04609206304360991
2023-09,-0.015340288127173252
