Date,USDMXN
1985-09,-0.09383378016085786
1985-10,-0.22453222453222454
1985-11,0.4097303634232121
1985-12,-0.08205542103847185
1986-01,-0.08267522211253708
1986-02,-0.07846258812826934
1986-03,-0.07157939189189189
1986-04,-0.060317460317460214
1986-05,-0.06267435372884511
1986-06,-0.06551963851233933
1986-07,-0.09085163532943585
1986-08,-0.09092214880781391
1986-09,-0.07420212765957446
1986-10,-0.06769154475576489
1986-11,-0.06546170779747418
1986-12,-0.06540335679480236
1987-01,-0.06537799817832202
1987-02,-0.06544973044547431
1987-03,-0.06101243339253992
1987-04,-0.061040693795864076
1987-05,-0.060997572625479446
1987-06,-0.05658565413311667
1987-07,-0.04392965604915611
1987-08,-0.053542780748663144
1987-09,-0.04955527318932651
1987-10,-0.04733083161844798
1987-11,-0.06295372050816705
1987-12,-0.20206362854686166
1988-01,-0.004953393074255796
1988-02,-0.02643577378342843
1988-03,0.0
1988-04,0.0
1988-05,0.0
1988-06,0.0
1988-07,0.0
1988-08,0.0
1988-09,0.0
1988-10,0.0
1988-11,0.0
1988-12,0.0
1989-01,-0.01255411255411254
1989-02,-0.06666666666666665
1989-03,0.0
1989-04,0.0
1989-05,0.0
1989-06,0.0
1989-07,-0.009999999999999898
1989-08,-0.02685869988322309
1989-09,-0.00760999729594003
1989-10,0.015176470588235347
1989-11,0.0
1989-12,-0.049748462828395956
1990-01,-0.009778597785977783
1990-02,-0.012750455373406244
1990-03,-0.006874095513748069
1990-04,-0.0128571428571429
1990-05,-0.01164842922696796
1990-06,-0.005616005616005615
1990-07,-0.005584642233856907
1990-08,-0.006243496357960399
1990-09,-0.003112033195020847
1990-10,-0.009928106812735371
1990-11,-0.004091374019774996
1990-12,-0.0050881953867027985
1991-01,0.0010186757215620013
1991-02,-0.00791645612262104
1991-03,-0.0038590604026843556
1991-04,-0.006004002668445696
1991-05,-0.0006666666666667043
1991-06,-0.006293474660483578
1991-07,-0.005107925523150425
1991-08,-0.004102395799146841
1991-09,-0.0037600130783062014
1991-10,-0.004297294657681472
1991-11,-0.00269480519480525
1991-12,0.004566210045662267
1992-01,0.0004894762604013003
1992-02,0.001306975984316061
1992-03,-0.0001633453119893602
1992-04,-0.006168831168831268
1992-05,-0.011172466932066194
1992-06,-0.0025618035096707237
1992-07,0.0034704370179947652
1992-08,0.012098347860023395
1992-09,-0.011318327974276454
1992-10,-0.004481434058898892
1992-11,0.0035335689045936647
1992-12,-0.002563280999679507
1993-01,0.0035369774919613572
1993-02,0.005171299288946329
1993-03,0.0
1993-04,-0.007378889958293167
1993-05,-0.0004810004810005264
1993-06,-0.003674121405750852
1993-07,0.0041706769329483695
1993-08,0.0012849341471248277
1993-09,-0.0019236934915036752
1993-10,-0.0038326413286490224
1993-11,0.008211238125905629
1993-12,-0.0004827808175089654
1994-01,0.00032195750161001513
1994-02,-0.024803767660910636
1994-03,-0.05349182763744431
1994-04,0.02905198776758411
1994-05,-0.01728024042073628
1994-06,-0.01930445033893291
1994-07,-0.0020588235294117796
1994-08,0.0036900369003689537
1994-09,-0.002356059490502216
1994-10,-0.011930743489014906
1994-11,-0.0011626217119604654
1994-12,-0.3220689655172415
1995-01,-0.11739130434782608
1995-02,-0.0376569037656902
1995-03,-0.11547002220577351
1995-04,0.14008438818565394
1995-05,-0.04048582995951411
1995-06,-0.01041666666666674
1995-07,0.02044153720359776
1995-08,-0.023942537909018347
1995-09,-0.018794048551292075
1995-10,-0.09752650176678446
1995-11,-0.05980066445182741
1995-12,-0.022092267706302682
1996-01,0.044806517311609007
1996-02,-0.03092105263157907
1996-03,0.009966777408637828
1996-04,0.01586230172122849
1996-05,-0.005036937541974429
1996-06,-0.018133860863831064
1996-07,0.0007258809555230616
1996-08,-0.0001319609395619148
1996-09,0.0054398301711555686
1996-10,-0.05432873274780414
1996-11,0.010395537525354825
1996-12,-0.00025348542458802914
1997-01,0.009338620954330024
1997-02,-0.016110761485210845
1997-03,0.004424778761061843
1997-04,-0.00478107700050312
1997-05,0.003915624605279833
1997-06,-0.00176522506619603
1997-07,0.014843250159948917
1997-08,0.0
1997-09,0.006309554468194811
1997-10,-0.07602617489589536
1997-11,0.02437538086532598
1997-12,0.01862197392923659
1998-01,-0.046745562130177554
1998-02,-0.018583042973286945
1998-03,0.010563380281690016
1998-04,0.0035335689045934426
1998-05,-0.041219649915302026
1998-06,-0.011498102254967613
1998-07,0.002574146614437778
1998-08,-0.10291164658634555
1998-09,-0.02544031311154593
1998-10,0.012382367508667613
1998-11,0.011016524787180959
1998-12,0.008891583308072937
1999-01,-0.02660437669043525
1999-02,0.01822642832106558
1999-03,0.044300818874909886
1999-04,0.02938991699770699
1999-05,-0.04386001029336073
1999-06,0.03848209513629053
1999-07,-0.005316321105794608
1999-08,0.005344735435595771
1999-09,-0.0005341880341879213
1999-10,-0.024746027611357246
1999-11,0.016953642384105905
1999-12,-0.007101525512888007
2000-01,-0.009121709669012157
2000-02,0.02385526737111765
2000-03,0.012536474656867913
2000-04,-0.014852275751929711
2000-05,-0.012043757231513519
2000-06,-0.03285859613428288
2000-07,0.051112061591103375
2000-08,0.016300804173005945
2000-09,-0.024901981561937014
2000-10,-0.01353682119897559
2000-11,0.015983432455394908
2000-12,-0.02146011951156135
2001-01,-0.005683285972616914
2001-02,-0.0010941257831773576
2001-03,0.02394969085240195
2001-04,0.024082692932135386
2001-05,0.007140131901673286
2001-06,0.014655458466983795
2001-07,-0.010993819395066495
2001-08,-0.006790525858322405
2001-09,-0.032583561067899836
2001-10,0.027540771141592035
2001-11,0.0037944492627925985
2001-12,0.007261807261807363
2002-01,0.0010931948619841148
2002-02,0.003125342691084665
2002-03,0.009297177642501264
2002-04,-0.03831825439063319
2002-05,-0.025920165889061764
2002-06,-0.03031217011008913
2002-07,0.007801813668372404
2002-08,-0.006592853548062383
2002-09,-0.026600695635134453
2002-10,0.0003920607694192224
2002-11,0.0055191445325977195
2002-12,-0.02155255544840895
2003-01,-0.04917341353162852
2003-02,-0.009958242556281749
2003-03,0.022841225626740957
2003-04,0.04664723032069973
2003-05,-0.002375296912114133
2003-06,-0.013627235344745303
2003-07,-0.013751084619157083
2003-08,-0.040218699930298474
2003-09,0.005561623884944522
2003-10,-0.002859087814840011
2003-11,-0.03172650173572966
2003-12,0.013358863606002691
2004-01,0.015106586869654715
2004-02,-0.0003253502033437883
2004-03,-0.0054021986319225945
2004-04,-0.025806056148093726
2004-05,-0.002811735941320226
2004-06,-0.003003525878204738
2004-07,0.006246057887728584
2004-08,0.002300465361313675
2004-09,0.0006150061500613813
2004-10,-0.01337517228227425
2004-11,0.02782430506058442
2004-12,0.006907688167219872
2005-01,-0.003575578796817691
2005-02,0.008619290621562525
2005-03,-0.007063373409845641
2005-04,0.011097332476442956
2005-05,0.015506939976100753
2005-06,0.01209414829286426
2005-07,0.0145447337870106
2005-08,-0.014537912047027257
2005-09,-0.000724974440003745
2005-10,-0.002595717066839698
2005-11,0.02168971396097752
2005-12,-0.007240244475787416
2006-01,0.017722827231143157
2006-02,-0.0036707569386841277
2006-03,-0.035469928269266204
2006-04,-0.016932910236590493
2006-05,-0.024344420629250352
2006-06,-0.000793210121361021
2006-07,0.034717662508207514
2006-08,0.00483835495931384
2006-09,-0.0065725989986343825
2006-10,0.019650432086732783
2006-11,-0.019030622000855923
2006-12,0.016569011320615168
2007-01,-0.020037735164456394
2007-02,-0.012336609358621686
2007-03,0.010181548319365685
2007-04,0.007623702785022557
2007-05,0.02087212333358157
2007-06,-0.006180378224344141
2007-07,-0.016166029492080902
2007-08,-0.004016209894563194
2007-09,0.00866901376251672
2007-10,0.02640273319442099
2007-11,-0.02435852823208362
2007-12,0.0019635189195139624
2008-01,0.006612974730308974
2008-02,0.010603345280764565
2008-03,0.0067185987727986785
2008-04,0.014886515353804919
2008-05,0.015101645692158883
2008-06,0.001959300859376567
2008-07,0.027199904351984605
2008-08,-0.02432195975503082
2008-09,-0.059500082283457156
2008-10,-0.14720994238221108
2008-11,-0.047442572058790766
2008-12,-0.01525600988788356
2009-01,-0.04604661871306692
2009-02,-0.06041953457882665
2009-03,0.07640309902485165
2009-04,0.023943702676145984
2009-05,0.052484297294419946
2009-06,-0.0026090254076601704
2009-07,-0.0005078951158684619
2009-08,-0.012841139538886326
2009-09,-0.010968434296710128
2009-10,0.023776870212233847
2009-11,0.020372346182987666
2009-12,-0.01200788303771938
2010-01,-0.00027491408934710027
2010-02,0.02528969621046029
2010-03,0.03291548726243443
2010-04,0.00439447968873119
2010-05,-0.048219504275354486
2010-06,-0.0004868285822471341
2010-07,0.023376274188829038
2010-08,-0.04235645153961487
2010-09,0.04851670689874199
2010-10,0.02013770757391664
2010-11,-0.01142724440849796
2010-12,0.01196100517824017
2011-01,0.018000478472846693
2011-02,0.001677464136973672
2011-03,0.016531147100329324
2011-04,0.035569202933219746
2011-05,-0.006344376928595574
2011-06,-0.012310581807316368
2011-07,-0.0018661485761031216
2011-08,-0.04843221678951071
2011-09,-0.11258301972325557
2011-10,0.04086371023914559
2011-11,-0.020065907773153868
2011-12,-0.02228808025431106
2012-01,0.06822990126939366
2012-02,0.014243065057843118
2012-03,0.004035688916296243
2012-04,-0.015523296471908199
2012-05,-0.09480018086327424
2012-06,0.0759460511346628
2012-07,0.002378255095992987
2012-08,0.010469259343491633
2012-09,0.025858381615273984
2012-10,-0.018052829727604025
2012-11,0.00988686404405148
2012-12,0.008822636988166321
2013-01,0.011378032371525126
2013-02,-0.005524559248159089
2013-03,0.03633871804852706
2013-04,0.016251854293720003
2013-05,-0.05268992653545568
2013-06,-0.009427104278157628
2013-07,0.015614200439836745
2013-08,-0.04843049327354276
2013-09,0.022045006645584175
2013-10,0.005352603730695682
2013-11,-0.0066822789927761805
2013-12,0.005568893968565636
2014-01,-0.02400185666264887
2014-02,0.008158983183890411
2014-03,0.014642364833818533
2014-04,-0.001628527520586065
2014-05,0.017211074817234495
2014-06,-0.008505355366547618
2014-07,-0.018786980009987464
2014-08,0.010080475670057432
2014-09,-0.0256095199797447
2014-10,-0.00390911855681586
2014-11,-0.03216242022212168
2014-12,-0.05573670474189063
2015-01,-0.015056419843760493
2015-02,0.0018127211553256029
2015-03,-0.020545746388443198
2015-04,-0.0056675678316666644
2015-05,-0.0017882689556509845
2015-06,-0.02293044621924012
2015-07,-0.022962604290822308
2015-08,-0.0382978215315547
2015-09,-0.009894962081134051
2015-10,0.025184673465801444
2015-11,-0.004506297958592698
2015-12,-0.03665262240302203
2016-01,-0.04965067793333888
2016-02,-0.0016265990295544208
2016-03,0.049597777649169617
2016-04,0.005938173138499092
2016-05,-0.06986440824813711
2016-06,0.010218594779107582
2016-07,-0.025185706591584145
2016-08,-0.0016450520666964064
2016-09,-0.031033984689350702
2016-10,0.02761845188240164
2016-11,-0.08311825918743287
2016-12,-0.00737678026940447
2017-01,-0.0050402741909160165
2017-02,0.03596399622059776
2017-03,0.07391761771758465
2017-04,-0.005084853830377156
2017-05,0.010778790433890517
2017-06,0.02757128745109072
2017-07,0.017965787477880024
2017-08,-0.004796967511447314
2017-09,-0.02017036895012192
2017-10,-0.046593128806158846
2017-11,0.02781774065405518
2017-12,-0.05242382623734676
2018-01,0.05694116635035651
2018-02,-0.01264458729914364
2018-03,0.03613072844476717
2018-04,-0.0284758551039056
2018-05,-0.060145542570448574
2018-06,0.00019590311335249133
2018-07,0.06761981884388302
2018-08,-0.022955200419177424
2018-09,0.019590454261337875
2018-10,-0.07967982535928686
2018-11,-0.0013698764656205897
2018-12,0.03645727313438907
2019-01,0.028515199732015883
2019-02,-0.00911245611032474
2019-03,-0.00754584901095845
2019-04,0.025435448115697312
2019-05,-0.034180409349272134
2019-06,0.020475578606765854
2019-07,0.003911635679966663
2019-08,-0.045606340028908954
2019-09,0.01665112696610982
2019-10,0.026059106128985432
2019-11,-0.015207217540014972
2019-12,0.031897075529020213
2020-01,0.004340743020583959
2020-02,-0.04067461832546815
2020-03,-0.1701820270949591
2020-04,-0.020769905354424467
2020-05,0.09011052439337819
2020-06,-0.03550303578573777
2020-07,0.032137005364397675
2020-08,0.01780990281769279
2020-09,-0.010305409096253104
2020-10,0.044254724375985655
2020-11,0.04939917246847214
2020-12,0.013367278789613302
2021-01,-0.03206474190726172
2021-02,-0.013492908311516394
2021-03,0.020697418328643025
2021-04,0.009201726743783833
2021-05,0.014674190864714998
2021-06,0.0008476914202593111
2021-07,0.00347300868252165
2021-08,-0.010237632640860972
2021-09,-0.02747093023255809
2021-10,0.0037299460689674824
2021-11,-0.0413960925445076
2021-12,0.04490632945921447
2022-01,-0.005141624869763328
2022-02,0.008124401539874704
2022-03,0.030161198596872607
2022-04,-0.027320344625024418
2022-05,0.03921738201464109
2022-06,-0.022924402161216495
2022-07,-0.012220629247024606
2022-08,0.01137142346386466
2022-09,0.0
2022-10,0.016516076926959666
2022-11,0.028138752802457923
2022-12,-0.011851342827399192
2023-01,0.03510895241128531
2023-02,0.029105688392140117
2023-03,0.014379758619543326
2023-04,0.0025499575007081887
2023-05,0.01769055938125441
2023-06,0.03285293842847792
2023-07,0.022791342156815775
2023-08,-0.01729096479592429
2023-09,-0.022091868654112057
