Date,England_IRS2
2020-07,1.4980745504168693
2020-08,-0.5244007007191591
2020-09,0.9333161023520289
2020-10,-0.25772444290962804
2020-11,-0.8328014656895403
2020-12,6.592250930266781
2021-01,-0.24138081091182784
2021-02,-4.244327190914935
2021-03,-0.020557962874437674
2021-04,0.2296684024336777
2021-05,0.02812245537680247
2021-06,0.33915307631103664
2021-07,0.1241549272560234
2021-08,0.23106130236626776
2021-09,0.8504544161463712
2021-10,1.0514790836252366
2021-11,-0.1773041137816478
2021-12,0.1714100943494581
2022-01,0.32008642598323744
2022-02,0.17431544504774088
2022-03,0.24793552388932638
2022-04,0.06399709543568477
2022-05,0.05728910154650424
2022-06,0.08051761812000091
2022-07,-0.04872670987329297
2022-08,0.4874102669826599
2022-09,0.3359285933217775
2022-10,-0.1360090237424001
2022-11,0.0053529036355279835
2022-12,0.028731781192423478
2023-01,-0.07734338944806285
2023-02,0.1036821617572059
2023-03,-0.03923067700197347
2023-04,0.07443869705608042
2023-05,0.1056284212938543
2023-06,0.20642848302181305
2023-07,-0.05113197242883194
2023-08,-0.030000459288743064
2023-09,-0.09438227416919309
