BCOMGOT Index Settings Total Return Analysis,,,,,,
Range01/31/1991 -12/30/2022 Period Monthly Currency USD,,,,,,
Price  Open  Close Dividends  Net  Gross 383 Month Holding Period Chart,,,,,,
Bloomberg Gas Oil Subindex Total Return Max Cuml Total Return 1375.8713% On 06/30/2008,,,,,,
Date,Close Price,Dividends,Prc Appr,Total Return,Period Appr,Period Return
,,,,,,
9/30/2003,214.85,--,151.46%,133.56%,-7.27%,-7.27%
8/29/2003,231.7,--,171.19%,151.88%,4.77%,4.77%
7/31/2003,221.14,--,158.83%,140.41%,3.25%,3.25%
,,,,,,
6/30/2003,214.17,--,150.67%,132.83%,6.91%,6.91%
5/30/2003,200.33,--,134.47%,117.78%,8.02%,8.02%
4/30/2003,185.45,--,117.05%,101.60%,-10.37%,-10.37%
,,,,,,
3/31/2003,206.91,--,142.17%,124.93%,-17.87%,-17.87%
2/28/2003,251.92,--,194.85%,173.86%,16.91%,16.91%
1/31/2003,215.48,--,152.21%,134.25%,11.90%,11.90%
,,,,,,
12/31/2002,192.57,--,125.39%,109.35%,10.46%,10.46%
11/29/2002,174.33,--,104.04%,89.52%,1.23%,1.23%
10/31/2002,172.22,--,101.57%,87.22%,-9.04%,-9.04%
,,,,,,
9/30/2002,189.34,--,121.61%,105.84%,5.17%,5.17%
8/30/2002,180.04,--,110.72%,95.72%,8.28%,8.28%
7/31/2002,166.27,--,94.60%,80.75%,1.94%,1.94%
,,,,,,
6/28/2002,163.1,--,90.89%,77.30%,4.39%,4.39%
5/31/2002,156.24,--,82.87%,69.85%,-7.51%,-7.51%
4/30/2002,168.92,--,97.71%,83.64%,3.04%,3.04%
,,,,,,
3/29/2002,163.95,--,91.89%,78.23%,17.82%,17.82%
2/28/2002,139.15,--,62.87%,51.27%,5.66%,5.66%
1/31/2002,131.7,--,54.14%,43.17%,-4.61%,-4.61%
,,,,,,
12/31/2001,138.05,--,61.58%,50.08%,-0.24%,-0.24%
11/30/2001,138.38,--,61.96%,50.43%,-10.98%,-10.98%
10/31/2001,155.45,--,81.94%,68.99%,-11.09%,-11.09%
,,,,,,
9/28/2001,174.84,--,104.64%,90.07%,-10.19%,-10.19%
8/31/2001,194.68,--,127.85%,111.63%,6.11%,6.11%
7/31/2001,183.46,--,114.73%,99.44%,-3.63%,-3.63%
,,,,,,
6/29/2001,190.38,--,122.83%,106.96%,-1.87%,-1.87%
5/31/2001,194.01,--,127.07%,110.90%,0.75%,0.75%
4/30/2001,192.55,--,125.37%,109.33%,11.83%,11.83%
,,,,,,
3/30/2001,172.19,--,101.54%,87.19%,-3.22%,-3.22%
2/28/2001,177.92,--,108.25%,93.42%,3.42%,3.42%
1/31/2001,172.04,--,101.36%,87.02%,-6.31%,-6.31%
,,,,,,
12/29/2000,183.63,--,114.92%,99.62%,-16.74%,-16.74%
11/30/2000,220.56,--,158.14%,139.77%,9.33%,9.33%
10/31/2000,201.73,--,136.11%,119.31%,-0.45%,-0.45%
,,,,,,
9/29/2000,202.65,--,137.19%,120.30%,-4.24%,-4.24%
8/31/2000,211.63,--,147.70%,130.07%,29.49%,29.49%
7/31/2000,163.43,--,91.28%,77.67%,-6.14%,-6.14%
,,,,,,
6/30/2000,174.12,--,103.79%,89.28%,12.86%,12.86%
5/31/2000,154.28,--,80.57%,67.72%,13.52%,13.52%
4/28/2000,135.9,--,59.06%,47.74%,3.12%,3.12%
,,,,,,
3/31/2000,131.79,--,54.26%,43.27%,-7.53%,-7.53%
2/29/2000,142.52,--,66.81%,54.93%,5.80%,5.80%
1/31/2000,134.71,--,57.66%,46.44%,6.41%,6.41%
,,,,,,
12/31/1999,126.59,--,48.17%,37.62%,5.77%,5.77%
11/30/1999,119.69,--,40.09%,30.11%,13.57%,13.57%
10/29/1999,105.39,--,23.35%,14.57%,-5.47%,-5.47%
,,,,,,
9/30/1999,111.48,--,30.48%,21.19%,6.93%,6.93%
8/31/1999,104.26,--,22.03%,13.34%,10.31%,10.31%
7/30/1999,94.52,--,10.62%,2.75%,13.11%,13.11%
,,,,,,
6/30/1999,83.56,--,-2.19%,-9.16%,13.14%,13.14%
5/31/1999,73.86,--,-13.55%,-19.71%,-9.83%,-9.83%
4/30/1999,81.91,--,-4.13%,-10.95%,2.00%,2.00%
,,,,,,
3/31/1999,80.31,--,-6.00%,-12.70%,29.99%,29.99%
2/26/1999,61.78,--,-27.69%,-32.84%,-3.39%,-3.39%
1/29/1999,63.95,--,-25.15%,-30.48%,1.62%,1.62%
,,,,,,
12/31/1998,62.93,--,-26.34%,-31.58%,-4.23%,-4.23%
11/30/1998,65.71,--,-23.09%,-28.56%,-17.77%,-17.77%
10/30/1998,79.91,--,-6.47%,-13.13%,-11.68%,-11.68%
,,,,,,
9/30/1998,90.48,--,5.90%,-1.64%,17.58%,17.58%
8/31/1998,76.95,--,-9.94%,-16.35%,-10.23%,-10.23%
7/31/1998,85.72,--,0.33%,-6.81%,-9.25%,-9.25%
,,,,,,
6/30/1998,94.47,--,10.56%,2.69%,-2.77%,-2.77%
5/29/1998,97.15,--,13.71%,5.62%,-9.30%,-9.30%
4/30/1998,107.12,--,25.37%,16.45%,-2.06%,-2.06%
,,,,,,
3/31/1998,109.37,--,28.01%,18.89%,-0.47%,-0.47%
2/27/1998,109.88,--,28.61%,19.45%,-8.50%,-8.50%
1/30/1998,120.08,--,40.55%,30.54%,-4.17%,-4.17%
,,,,,,
12/31/1997,125.31,--,46.67%,36.23%,-10.63%,-10.63%
11/28/1997,140.22,--,64.12%,52.44%,-6.66%,-6.66%
10/31/1997,150.23,--,75.83%,63.32%,0.37%,0.37%
,,,,,,
9/30/1997,149.68,--,75.19%,62.72%,8.64%,8.64%
8/29/1997,137.77,--,61.25%,49.77%,-2.72%,-2.72%
7/31/1997,141.63,--,65.76%,53.96%,2.08%,2.08%
,,,,,,
6/30/1997,138.74,--,62.38%,50.82%,-5.28%,-5.28%
5/30/1997,146.46,--,71.42%,59.22%,2.19%,2.19%
4/30/1997,143.32,--,67.75%,55.81%,-0.54%,-0.54%
,,,,,,
3/31/1997,144.1,--,68.66%,56.65%,2.57%,2.57%
2/28/1997,140.49,--,64.44%,52.73%,-15.59%,-15.59%
1/31/1997,166.44,--,94.80%,80.93%,-3.39%,-3.39%
,,,,,,
12/31/1996,172.28,--,101.64%,87.29%,3.19%,3.19%
11/29/1996,166.96,--,95.41%,81.50%,3.27%,3.27%
10/31/1996,161.67,--,89.23%,75.75%,1.58%,1.58%
,,,,,,
9/30/1996,159.16,--,86.28%,73.02%,17.86%,17.86%
8/30/1996,135.04,--,58.06%,46.80%,10.46%,10.46%
7/31/1996,122.25,--,43.09%,32.90%,6.24%,6.24%
,,,,,,
6/28/1996,115.07,--,34.68%,25.09%,3.59%,3.59%
5/31/1996,111.08,--,30.01%,20.76%,-1.71%,-1.71%
4/30/1996,113.01,--,32.27%,22.86%,5.08%,5.08%
,,,,,,
3/29/1996,107.55,--,25.88%,16.92%,10.76%,10.76%
2/29/1996,97.1,--,13.65%,5.56%,11.45%,11.45%
1/31/1996,87.13,--,1.97%,-5.29%,-8.84%,-8.84%
,,,,,,
12/29/1995,95.57,--,11.86%,3.90%,11.93%,11.93%
11/30/1995,85.39,--,-0.06%,-7.18%,3.93%,3.93%
10/31/1995,82.16,--,-3.84%,-10.69%,-1.09%,-1.09%
,,,,,,
9/29/1995,83.07,--,-2.78%,-9.70%,-2.76%,-2.76%
8/31/1995,85.42,--,-0.02%,-7.14%,4.31%,4.31%
7/31/1995,81.89,--,-4.15%,-10.97%,1.49%,1.49%
,,,,,,
6/30/1995,80.69,--,-5.56%,-12.28%,-3.33%,-3.33%
5/31/1995,83.47,--,-2.31%,-9.26%,-2.68%,-2.68%
4/28/1995,85.77,--,0.38%,-6.76%,4.03%,4.03%
,,,,,,
3/31/1995,82.44,--,-3.51%,-10.38%,4.61%,4.61%
2/28/1995,78.81,--,-7.76%,-14.32%,0.76%,0.76%
1/31/1995,78.21,--,-8.46%,-14.97%,-3.95%,-3.95%
,,,,,,
12/30/1994,81.43,--,-4.69%,-11.47%,-1.32%,-1.32%
11/30/1994,82.52,--,-3.42%,-10.29%,-2.17%,-2.17%
10/31/1994,84.35,--,-1.27%,-8.30%,-4.31%,-4.31%
,,,,,,
9/30/1994,88.15,--,3.17%,-4.17%,0.23%,0.23%
8/31/1994,87.95,--,2.94%,-4.39%,-6.70%,-6.70%
7/29/1994,94.27,--,10.33%,2.48%,3.35%,3.35%
,,,,,,
6/30/1994,91.21,--,6.76%,-0.84%,1.91%,1.91%
5/31/1994,89.5,--,4.76%,-2.70%,2.73%,2.73%
4/29/1994,87.13,--,1.98%,-5.29%,10.52%,10.52%
,,,,,,
3/31/1994,78.83,--,-7.73%,-14.30%,-2.21%,-2.21%
2/28/1994,80.62,--,-5.64%,-12.36%,-1.90%,-1.90%
1/31/1994,82.18,--,-3.82%,-10.66%,2.76%,2.76%
