BCOMBOTR Index Settings Total Return Analysis,,,,,,
Range01/29/1960 -12/30/2022 Period Monthly Currency USD,,,,,,
Price  Open  Close Dividends  Net  Gross 755 Month Holding Period Chart,,,,,,
Bloomberg Soybean Oil Subindex Total Return Max Cuml Total Return 18163.2338% On 02/29/2008,,,,,,
Date,Close Price,Dividends,Prc Appr,Total Return,Period Appr,Period Return
7/31/2000,73.12,--,4930.52%,4920.50%,-2.67%,-2.67%
,,,,,,
6/30/2000,75.13,--,5068.62%,5058.33%,-0.21%,-0.21%
5/31/2000,75.29,--,5079.71%,5069.40%,-11.59%,-11.59%
4/28/2000,85.17,--,5759.01%,5747.35%,-2.88%,-2.88%
,,,,,,
3/31/2000,87.7,--,5933.00%,5920.99%,16.24%,16.24%
2/29/2000,75.44,--,5090.18%,5079.85%,-5.95%,-5.95%
1/31/2000,80.21,--,5418.32%,5407.33%,3.99%,3.99%
,,,,,,
12/31/1999,77.14,--,5206.56%,5195.99%,-6.76%,-6.76%
11/30/1999,82.73,--,5591.33%,5579.99%,2.82%,2.82%
10/29/1999,80.46,--,5435.21%,5424.19%,-2.50%,-2.50%
,,,,,,
9/30/1999,82.52,--,5577.00%,5565.69%,-4.13%,-4.13%
8/31/1999,86.08,--,5821.73%,5809.94%,13.15%,13.15%
7/30/1999,76.07,--,5133.48%,5123.06%,-8.23%,-8.23%
,,,,,,
6/30/1999,82.9,--,5602.91%,5591.56%,-8.03%,-8.03%
5/31/1999,90.13,--,6100.72%,6088.37%,-8.05%,-8.05%
4/30/1999,98.02,--,6643.43%,6630.00%,1.75%,1.75%
,,,,,,
3/31/1999,96.34,--,6527.35%,6514.16%,6.31%,6.31%
2/26/1999,90.61,--,6133.70%,6121.29%,-18.45%,-18.45%
1/29/1999,111.12,--,7544.26%,7529.04%,-5.72%,-5.72%
,,,,,,
12/31/1998,117.86,--,8008.36%,7992.21%,-10.86%,-10.86%
11/30/1998,132.22,--,8996.26%,8978.15%,4.31%,4.31%
10/30/1998,126.76,--,8620.47%,8603.10%,1.87%,1.87%
,,,,,,
9/30/1998,124.43,--,8460.24%,8443.20%,2.67%,2.67%
8/31/1998,121.19,--,8237.46%,8220.86%,-2.83%,-2.83%
7/31/1998,124.73,--,8480.64%,8463.56%,-5.15%,-5.15%
,,,,,,
6/30/1998,131.51,--,8946.86%,8928.84%,0.33%,0.33%
5/29/1998,131.08,--,8917.33%,8899.38%,-8.49%,-8.49%
4/30/1998,143.24,--,9754.42%,9734.80%,3.81%,3.81%
,,,,,,
3/31/1998,137.98,--,9392.49%,9373.59%,1.01%,1.01%
2/27/1998,136.61,--,9297.82%,9279.11%,7.30%,7.30%
1/30/1998,127.31,--,8658.07%,8640.63%,-0.49%,-0.49%
,,,,,,
12/31/1997,127.94,--,8701.54%,8684.02%,-3.09%,-3.09%
11/28/1997,132.02,--,8982.45%,8964.37%,1.66%,1.66%
10/31/1997,129.86,--,8833.90%,8816.11%,6.18%,6.18%
,,,,,,
9/30/1997,122.31,--,8313.99%,8297.24%,3.35%,3.35%
8/29/1997,118.34,--,8041.30%,8025.09%,0.98%,0.98%
7/31/1997,117.19,--,7962.03%,7945.98%,4.37%,4.37%
,,,,,,
6/30/1997,112.28,--,7624.27%,7608.89%,-9.16%,-9.16%
5/30/1997,123.6,--,8402.96%,8386.03%,-6.23%,-6.23%
4/30/1997,131.82,--,8968.29%,8950.23%,5.21%,5.21%
,,,,,,
3/31/1997,125.29,--,8519.28%,8502.12%,-2.53%,-2.53%
2/28/1997,128.54,--,8742.91%,8725.31%,2.58%,2.58%
1/31/1997,125.31,--,8520.37%,8503.21%,3.13%,3.13%
,,,,,,
12/31/1996,121.51,--,8258.93%,8242.29%,-1.64%,-1.64%
11/29/1996,123.53,--,8398.23%,8381.31%,2.16%,2.16%
10/31/1996,120.91,--,8218.25%,8201.69%,-6.21%,-6.21%
,,,,,,
9/30/1996,128.92,--,8768.91%,8751.25%,-6.26%,-6.26%
8/30/1996,137.53,--,9361.15%,9342.31%,3.70%,3.70%
7/31/1996,132.61,--,9023.18%,9005.02%,-2.78%,-2.78%
,,,,,,
6/28/1996,136.4,--,9283.90%,9265.21%,-4.38%,-4.38%
5/31/1996,142.65,--,9713.33%,9693.79%,-2.91%,-2.91%
4/30/1996,146.92,--,10007.12%,9987.00%,6.81%,6.81%
,,,,,,
3/29/1996,137.54,--,9362.36%,9343.52%,5.18%,5.18%
2/29/1996,130.78,--,8896.78%,8878.87%,-1.89%,-1.89%
1/31/1996,133.29,--,9069.94%,9051.68%,-3.33%,-3.33%
,,,,,,
12/29/1995,137.89,--,9386.14%,9367.25%,0.26%,0.26%
11/30/1995,137.54,--,9361.80%,9342.96%,-5.83%,-5.83%
10/31/1995,146.04,--,9947.12%,9927.11%,-0.48%,-0.48%
,,,,,,
9/29/1995,146.75,--,9995.57%,9975.47%,2.88%,2.88%
8/31/1995,142.64,--,9713.03%,9693.49%,0.59%,0.59%
7/31/1995,141.81,--,9655.96%,9636.53%,2.70%,2.70%
,,,,,,
6/30/1995,138.08,--,9399.26%,9380.35%,1.27%,1.27%
5/31/1995,136.35,--,9279.88%,9261.20%,0.41%,0.41%
4/28/1995,135.79,--,9241.65%,9223.05%,2.88%,2.88%
,,,,,,
3/31/1995,132,--,8980.58%,8962.50%,-2.65%,-2.65%
2/28/1995,135.59,--,9228.15%,9209.58%,2.42%,2.42%
1/31/1995,132.4,--,9008.18%,8990.05%,-5.07%,-5.07%
,,,,,,
12/30/1994,139.47,--,9494.66%,9475.55%,6.04%,6.04%
11/30/1994,131.52,--,8948.14%,8930.12%,12.01%,12.01%
10/31/1994,117.42,--,7977.97%,7961.89%,5.77%,5.77%
,,,,,,
9/30/1994,111.02,--,7537.45%,7522.25%,-2.30%,-2.30%
8/31/1994,113.63,--,7716.88%,7701.31%,5.67%,5.67%
7/29/1994,107.53,--,7297.67%,7282.94%,-9.02%,-9.02%
,,,,,,
6/30/1994,118.2,--,8031.49%,8015.30%,-4.79%,-4.79%
5/31/1994,124.15,--,8440.54%,8423.54%,-1.51%,-1.51%
4/29/1994,126.05,--,8571.57%,8554.30%,1.07%,1.07%
,,,,,,
3/31/1994,124.72,--,8479.80%,8462.72%,-0.22%,-0.22%
2/28/1994,124.99,--,8498.61%,8481.49%,0.22%,0.22%
1/31/1994,124.71,--,8479.64%,8462.55%,-2.04%,-2.04%
,,,,,,
12/31/1993,127.32,--,8658.66%,8641.22%,13.41%,13.41%
11/30/1993,112.26,--,7623.18%,7607.81%,11.61%,11.61%
10/29/1993,100.59,--,6819.81%,6806.03%,-0.91%,-0.91%
,,,,,,
9/30/1993,101.51,--,6883.50%,6869.59%,-0.63%,-0.63%
8/31/1993,102.16,--,6927.79%,6913.79%,1.07%,1.07%
7/30/1993,101.07,--,6853.18%,6839.33%,-2.22%,-2.22%
,,,,,,
