BCOMLHTR Index Settings Total Return Analysis,,,,,,
Range01/30/1987 -12/30/2022 Period Monthly Currency USD,,,,,,
Price  Open  Close Dividends  Net  Gross 431 Month Holding Period Chart,,,,,,
Bloomberg Lean Hogs Subindex Total Return Max Cuml Total Return 248.9211% On 10/29/1993,,,,,,
Date,Close Price,Dividends,Prc Appr,Total Return,Period Appr,Period Return
9/30/1997,126.1,--,179.94%,192.70%,-4.95%,-4.95%
8/29/1997,132.68,--,194.54%,207.96%,-5.86%,-5.86%
7/31/1997,140.94,--,212.88%,227.14%,0.16%,0.16%
,,,,,,
6/30/1997,140.72,--,212.38%,226.62%,4.53%,4.53%
5/30/1997,134.61,--,198.83%,212.45%,-4.18%,-4.18%
4/30/1997,140.48,--,211.86%,226.07%,2.49%,2.49%
,,,,,,
3/31/1997,137.07,--,204.29%,218.16%,0.37%,0.37%
2/28/1997,136.56,--,203.17%,216.98%,0.02%,0.02%
1/31/1997,136.53,--,203.10%,216.91%,-3.44%,-3.44%
,,,,,,
12/31/1996,141.4,--,213.90%,228.21%,1.56%,1.56%
11/29/1996,139.23,--,209.08%,223.16%,8.46%,8.46%
10/31/1996,128.37,--,184.98%,197.97%,-4.65%,-4.65%
,,,,,,
9/30/1996,134.64,--,198.89%,212.51%,7.58%,7.58%
8/30/1996,125.15,--,177.83%,190.49%,-1.82%,-1.82%
7/31/1996,127.47,--,182.98%,195.88%,10.26%,10.26%
,,,,,,
6/28/1996,115.61,--,156.65%,168.35%,-6.85%,-6.85%
5/31/1996,124.11,--,175.53%,188.08%,2.03%,2.03%
4/30/1996,121.65,--,170.06%,182.37%,9.41%,9.41%
,,,,,,
3/29/1996,111.19,--,146.83%,158.08%,3.94%,3.94%
2/29/1996,106.97,--,137.48%,148.30%,9.90%,9.90%
1/31/1996,97.34,--,116.08%,125.93%,-8.91%,-8.91%
,,,,,,
12/29/1995,106.86,--,137.23%,148.04%,1.05%,1.05%
11/30/1995,105.75,--,134.76%,145.46%,2.29%,2.29%
10/31/1995,103.38,--,129.49%,139.95%,-5.78%,-5.78%
,,,,,,
9/29/1995,109.72,--,143.57%,154.67%,5.01%,5.01%
8/31/1995,104.48,--,131.94%,142.51%,1.44%,1.44%
7/31/1995,103,--,128.66%,139.08%,4.12%,4.12%
,,,,,,
6/30/1995,98.93,--,119.62%,129.63%,6.46%,6.46%
5/31/1995,92.93,--,106.30%,115.70%,3.20%,3.20%
4/28/1995,90.04,--,99.89%,109.00%,-0.96%,-0.96%
,,,,,,
3/31/1995,90.92,--,101.83%,111.03%,-6.80%,-6.80%
2/28/1995,97.55,--,116.56%,126.43%,0.71%,0.71%
1/31/1995,96.87,--,115.04%,124.84%,-0.76%,-0.76%
,,,,,,
12/30/1994,97.61,--,116.69%,126.57%,14.93%,14.93%
11/30/1994,84.93,--,88.55%,97.14%,-11.73%,-11.73%
10/31/1994,96.22,--,113.61%,123.34%,-2.68%,-2.68%
,,,,,,
9/30/1994,98.88,--,119.50%,129.50%,-7.78%,-7.78%
8/31/1994,107.22,--,138.02%,148.87%,-8.49%,-8.49%
7/29/1994,117.16,--,160.10%,171.95%,0.17%,0.17%
,,,,,,
6/30/1994,116.96,--,159.65%,171.48%,-3.10%,-3.10%
5/31/1994,120.7,--,167.96%,180.17%,-8.61%,-8.61%
4/29/1994,132.07,--,193.20%,206.56%,-2.79%,-2.79%
,,,,,,
3/31/1994,135.86,--,201.61%,215.36%,-5.46%,-5.46%
