BCOMCOT Index Settings Total Return Analysis,,,,,,
Range01/31/1991 -12/30/2022 Period Monthly Currency USD,,,,,,
Price  Open  Close Dividends  Net  Gross 383 Month Holding Period Chart,,,,,,
Bloomberg Brent Crude Subindex Total Return Max Cuml Total Return 2296.2872% On 06/30/2008,,,,,,
Date,Close Price,Dividends,Prc Appr,Total Return,Period Appr,Period Return
2/27/2009,644.35,--,693.15%,574.88%,-4.37%,-4.37%
1/30/2009,673.81,--,729.42%,605.74%,-7.18%,-7.18%
,,,,,,
12/31/2008,725.94,--,793.58%,660.34%,-14.91%,-14.91%
11/28/2008,853.19,--,950.21%,793.61%,-19.51%,-19.51%
10/31/2008,1060.05,--,1204.85%,1010.28%,-33.31%,-33.31%
,,,,,,
9/30/2008,1589.63,--,1856.73%,1564.95%,-14.65%,-14.65%
8/29/2008,1862.53,--,2192.64%,1850.78%,-8.35%,-8.35%
7/31/2008,2032.15,--,2401.44%,2028.44%,-11.18%,-11.18%
,,,,,,
6/30/2008,2287.88,--,2716.23%,2296.29%,10.18%,10.18%
5/30/2008,2076.54,--,2456.07%,2074.93%,15.30%,15.30%
4/30/2008,1801,--,2116.91%,1786.34%,11.39%,11.39%
,,,,,,
3/31/2008,1616.82,--,1890.20%,1593.43%,0.99%,0.99%
2/29/2008,1600.97,--,1870.68%,1576.83%,9.14%,9.14%
1/31/2008,1466.94,--,1705.70%,1436.44%,-1.40%,-1.40%
,,,,,,
12/31/2007,1487.78,--,1731.36%,1458.28%,7.18%,7.18%
11/30/2007,1388.14,--,1608.70%,1353.91%,-1.77%,-1.77%
10/31/2007,1413.19,--,1639.54%,1380.15%,15.19%,15.19%
,,,,,,
9/28/2007,1226.89,--,1410.21%,1185.02%,9.66%,9.66%
8/31/2007,1118.83,--,1277.20%,1071.84%,-5.27%,-5.27%
7/31/2007,1181.05,--,1353.80%,1137.01%,6.86%,6.86%
,,,,,,
6/29/2007,1105.24,--,1260.47%,1057.61%,5.59%,5.59%
5/31/2007,1046.7,--,1188.41%,996.29%,-0.46%,-0.46%
4/30/2007,1051.48,--,1194.30%,1001.30%,0.31%,0.31%
,,,,,,
3/30/2007,1048.27,--,1190.34%,997.93%,6.90%,6.90%
2/28/2007,980.58,--,1107.02%,927.04%,6.59%,6.59%
1/31/2007,919.94,--,1032.38%,863.52%,-7.08%,-7.08%
,,,,,,
12/29/2006,990.05,--,1118.68%,936.96%,-5.09%,-5.09%
11/30/2006,1043.17,--,1184.07%,992.60%,5.15%,5.15%
10/31/2006,992.07,--,1121.17%,939.07%,-6.27%,-6.27%
,,,,,,
9/29/2006,1058.41,--,1202.83%,1008.56%,-11.29%,-11.29%
8/31/2006,1193.17,--,1368.71%,1149.71%,-5.35%,-5.35%
7/31/2006,1260.65,--,1451.78%,1220.39%,1.20%,1.20%
,,,,,,
6/30/2006,1245.77,--,1433.45%,1204.79%,3.65%,3.65%
5/31/2006,1201.94,--,1379.50%,1158.89%,-2.11%,-2.11%
4/28/2006,1227.85,--,1411.40%,1186.03%,9.28%,9.28%
,,,,,,
3/31/2006,1123.56,--,1283.02%,1076.79%,5.11%,5.11%
2/28/2006,1068.89,--,1215.73%,1019.54%,-6.71%,-6.71%
1/31/2006,1145.79,--,1310.39%,1100.08%,11.73%,11.73%
,,,,,,
12/30/2005,1025.48,--,1162.30%,974.07%,4.99%,4.99%
11/30/2005,976.72,--,1102.28%,923.00%,-4.60%,-4.60%
10/31/2005,1023.8,--,1160.22%,972.31%,-9.56%,-9.56%
,,,,,,
9/30/2005,1132.05,--,1293.47%,1085.68%,-5.20%,-5.20%
8/31/2005,1194.17,--,1369.94%,1150.75%,10.84%,10.84%
7/29/2005,1077.33,--,1226.12%,1028.38%,5.87%,5.87%
,,,,,,
6/30/2005,1017.62,--,1152.62%,965.83%,9.72%,9.72%
5/31/2005,927.49,--,1041.68%,871.44%,-1.24%,-1.24%
4/29/2005,939.17,--,1056.06%,883.67%,-6.53%,-6.53%
,,,,,,
3/31/2005,1004.79,--,1136.82%,952.39%,11.98%,11.98%
2/28/2005,897.3,--,1004.51%,839.82%,8.07%,8.07%
1/31/2005,830.29,--,922.03%,769.63%,13.96%,13.96%
,,,,,,
12/31/2004,728.61,--,796.87%,663.13%,-11.01%,-11.01%
11/30/2004,818.78,--,907.86%,757.57%,-5.62%,-5.62%
10/29/2004,867.51,--,967.85%,808.62%,8.67%,8.67%
,,,,,,
9/30/2004,798.32,--,882.68%,736.15%,15.21%,15.21%
8/31/2004,692.93,--,752.94%,625.76%,1.80%,1.80%
7/30/2004,680.69,--,737.88%,612.94%,14.42%,14.42%
,,,,,,
6/30/2004,594.92,--,632.30%,523.11%,-3.40%,-3.40%
5/31/2004,615.84,--,658.05%,545.02%,7.57%,7.57%
4/30/2004,572.5,--,604.71%,499.63%,10.04%,10.04%
,,,,,,
3/31/2004,520.25,--,540.39%,444.90%,-0.39%,-0.39%
2/27/2004,522.27,--,542.87%,447.01%,10.62%,10.62%
1/30/2004,472.13,--,481.16%,394.50%,-1.58%,-1.58%
,,,,,,
12/31/2003,479.7,--,490.48%,402.43%,6.88%,6.88%
11/28/2003,448.83,--,452.48%,370.10%,4.63%,4.63%
10/31/2003,428.98,--,428.05%,349.31%,1.79%,1.79%
,,,,,,
9/30/2003,421.43,--,418.75%,341.40%,-6.41%,-6.41%
8/29/2003,450.32,--,454.31%,371.65%,4.88%,4.88%
7/31/2003,429.34,--,428.49%,349.69%,1.35%,1.35%
,,,,,,
6/30/2003,423.64,--,421.47%,343.71%,9.37%,9.37%
5/30/2003,387.33,--,376.78%,305.68%,8.61%,8.61%
4/30/2003,356.62,--,338.98%,273.52%,-8.66%,-8.66%
,,,,,,
3/31/2003,390.41,--,380.57%,308.91%,-13.64%,-13.64%
2/28/2003,452.06,--,456.45%,373.48%,6.06%,6.06%
1/31/2003,426.24,--,424.68%,346.44%,13.59%,13.59%
,,,,,,
12/31/2002,375.24,--,361.90%,293.02%,11.29%,11.29%
11/29/2002,337.19,--,315.06%,253.17%,-1.46%,-1.46%
10/31/2002,342.19,--,321.22%,258.41%,-9.78%,-9.78%
,,,,,,
9/30/2002,379.3,--,366.90%,297.28%,5.53%,5.53%
8/30/2002,359.43,--,342.43%,276.46%,9.20%,9.20%
7/31/2002,329.14,--,305.15%,244.73%,0.43%,0.43%
,,,,,,
6/28/2002,327.73,--,303.41%,243.25%,4.12%,4.12%
5/31/2002,314.77,--,287.46%,229.69%,-5.39%,-5.39%
4/30/2002,332.71,--,309.55%,248.48%,3.96%,3.96%
,,,,,,
3/29/2002,320.05,--,293.96%,235.21%,20.76%,20.76%
2/28/2002,265.02,--,226.22%,177.58%,9.15%,9.15%
1/31/2002,242.8,--,198.87%,154.30%,0.25%,0.25%
,,,,,,
12/31/2001,242.19,--,198.12%,153.67%,1.45%,1.45%
11/30/2001,238.73,--,193.86%,150.04%,-6.04%,-6.04%
10/31/2001,254.07,--,212.75%,166.11%,-12.03%,-12.03%
,,,,,,
